Airport Code,Companyia aèria,Destinació,Estat,Info,Porta,Sortida,Terminal,Vol
OKJ,Jet Linx AviationHawaiian AirlinesQatar AirwaysChina Airlines,Kumamoto (KMJ),previst,,5A,06:20,1,JL 623HA 5312QR 6033CI 8463
OKJ,Jet Linx AviationHawaiian AirlinesQatar AirwaysAlphaSkyChina AirlinesAmerican Airlines,Fukuoka (FUK),previst,,7,06:25,1,JL 303HA 5136QR 6023AS 7425CI 8321AA 8470
OKJ,Jet Linx AviationHawaiian AirlinesQatar AirwaysCathay Pacific,Kagoshima (KOJ),previst,,4,06:25,1,JL 641HA 5328QR 6035CX 6334
OKJ,Solaseed AirANA,Oita (OIT),previst,,505,06:25,2,6J 91NH 2491
OKJ,ANATurkish Airlines,Okinawa (OKA),previst,,64,06:25,2,NH 461TK 8338
OKJ,Skymark Airlines,Okinawa (OKA),previst,,21,06:30,1,BC511
OKJ,Jet Linx AviationHawaiian AirlinesQatar AirwaysAlphaSkyAir FranceAmerican Airlines,Okinawa (OKA),previst,,13,06:30,1,JL 901HA 5414QR 6037AS 7521AF 8017AA 8473
OKJ,Jet Linx AviationHawaiian AirlinesQatar Airways,Osaka (ITM),previst,,15,06:30,1,JL 101HA 5012QR 6027
OKJ,Jet Linx AviationHawaiian AirlinesQatar AirwaysAlphaSky,Sapporo (CTS),previst,,17,06:35,1,JL 501HA 5230QR 6021AS 7393
OKJ,StarFlyerANA,Fukuoka (FUK),previst,,1,06:35,1,7G 41NH 3841
OKJ,Hong Kong ExpressCathay Pacific,Hong Kong (HKG),previst,,140,06:35,3,UO 625CX 5625
OKJ,Skymark Airlines,Kagoshima (KOJ),previst,,19,06:35,1,BC301
OKJ,ANAPhilippine Airlines,Iwakuni (IWK),previst,,51,06:40,2,NH 631PR 3182
OKJ,ANATurkish Airlines,Kagoshima (KOJ),previst,,53,06:40,2,NH 619TK 8426
OKJ,ANA,Okinawa (OKA),previst,,60,06:40,2,NH993
OKJ,ANA,Osaka (UKB),previst,,47,06:40,2,NH411
OKJ,Skymark Airlines,Sapporo (CTS),previst,,22,06:45,1,BC703
OKJ,Jet Linx AviationHawaiian Airlines,Ishigaki (ISG),previst,,9,06:45,1,JL 971HA 5966
OKJ,Solaseed AirANA,Okinawa (OKA),previst,,52,06:45,2,6J 21NH 2421
OKJ,ANA,Fukuoka (FUK),previst,,65,06:50,2,NH1075
OKJ,Solaseed AirANA,Miyazaki (KMI),previst,,503,06:50,2,6J 51NH 2451
OKJ,Jet Linx AviationHawaiian AirlinesQatar AirwaysChina Airlines,Memanbetsu (MMB),previst,,18,06:50,1,JL 565HA 5277QR 6029CI 8407
OKJ,Air DoANA,Sapporo (CTS),previst,,55,06:55,2,HD 11NH 4711
OKJ,ANA,Sapporo (CTS),previst,,55,06:55,2,NH4711
OKJ,Air DoANA,Obihiro (OBO),previst,,500,06:55,2,HD 61NH 4761
OKJ,Qantas,Sydney (SYD),previst,,145,06:55,3,QF26
OKJ,ANA,Takamatsu (TAK),previst,,50A,06:55,2,NH531
OKJ,ANA,Yonago (YGJ),previst,,508,06:55,2,NH381
UKB,Japan AirlinesHawaiian AirlinesAir France,Tòquio (HND),previst,,2,07:30,,JL 606HA 5300AF 8014
UKB,Skymark Airlines,Osaka (UKB),previst,,3,07:35,,BC140
UKB,Oriental Air BridgeANA,Fukuoka (IKI),previst,,1,07:50,,OC 41NH 4641
UKB,ANA,Osaka (ITM),previst,,7,07:55,,NH782
UKB,ANAAlitaliaLufthansa,Tòquio (HND),previst,,5,08:25,,NH 662AZ 2807LH 4875
UKB,Japan Airlines,Osaka (ITM),previst,,3,08:55,,JL2372
UKB,Solaseed AirANA,Tòquio (HND),previst,,7,09:35,,6J 32NH 2432
UKB,ANA,Nagoya (NGO),previst,,5,09:35,,NH372
UKB,Oriental Air BridgeANA,Tsushima (TSJ),previst,,1,09:55,,OC 51NH 4651
UKB,Japan AirlinesBritish AirwaysHawaiian Airlines,Tòquio (HND),previst,,2,10:05,,JL 608BA 4633HA 5302
UKB,ANAPhilippine Airlines,Tòquio (HND),previst,,5,11:10,,NH 664PR 3119
UKB,Skymark Airlines,Osaka (UKB),previst,,3,11:15,,BC142
UKB,ANA,Osaka (ITM),previst,,7,11:35,,NH784
UKB,Jetstar JapanQantasJet Linx Aviation,Tòquio (NRT),previst,,2,11:45,,GK 640QF 5952JL 6098
UKB,Solaseed AirANA,Tòquio (HND),previst,,5,12:05,,6J 34NH 2434
UKB,Japan Airlines,Osaka (ITM),previst,,3,12:05,,JL2374
TTJ,StarFlyer,Fukuoka (KKJ),aterrat,,1,22:00,1,7G95
TTJ,QantasLATAM Airlines,Sydney (SYD),en rutaretardat,,147,22:0022:18,3,QF 60LA 5927
TTJ,ANAJuneyao AirlinesAir China LTD,Xangai (PVG),aterrat,,701,22:30,2,NH 967HO 3136CA 6672
TTJ,ANAUnited Airlines,Nova York (JFK),en ruta,,73,22:45,2,NH 160UA 7924
TTJ,ANAAir New ZealandVirgin AustraliaTurkish Airlines,Sydney (SYD),en rutaretardat,,67A,22:4523:25,2,NH 879NZ 4159VA 7401TK 8336
TTJ,ANAAustrian,Viena (VIE),en rutaretardat,,68,22:4523:07,2,NH 205OS 8564
TTJ,Japan AirlinesQatar Airways,Doha (DOH),en rutaretardat,,114,22:5023:34,3,JL 59QR 4851
TTJ,ANALufthansa,Munic (MUC),en rutaretardat,,71,22:5523:17,2,NH 217LH 4923
TTJ,ANAUnited Airlines,San Francisco (SFO),en rutaretardat,,108B,22:5523:36,3,NH 108UA 7939
TTJ,Singapore AirlinesFiji AirwaysANAAir India,Singapore (SIN),en rutaretardat,,107A,22:5523:18,3,SQ 635FJ 5954NH 6251AI 8165
TTJ,ANAUnited Airlines,Jakarta (CGK),en rutaretardat,,72,23:3000:19,2,NH 871UA 7902
TTJ,ANAUnited Airlines,Kuala Lumpur (KUL),en rutaretardat,,106A,23:3000:21,3,NH 885UA 7905
TTJ,United Airlines,Agana (GUM),aterrat,,105,23:35,3,UA848
TTJ,AirAsia X,Kuala Lumpur (KUL),en rutaretardat,,147,23:5000:24,3,D7523
TTJ,ANAThai Airways InternationalAir CanadaUnited Airlines,Bangkok (BKK),en rutaretardat,,67A,00:0500:31,2,NH 849TG 6106AC 6273UA 8003
TTJ,Air FranceKLMSAS,París (CDG),en rutaretardat,,141,00:0500:33,3,AF 293KL 2330SK 9996
TTJ,EmiratesJet Linx Aviation,Dubai (DXB),en rutaretardat,,144,00:0500:29,3,EK 313JL 5093
TTJ,Japan AirlinesSriLankan AirlinesQantasHawaiian AirlinesAlphaSkyAmerican Airlines,Singapore (SIN),en rutaretardat,,109,00:0500:29,3,JL 35UL 3335QF 4026HA 5006AS 7349AA 8487
TTJ,Tianjin Airlines,Tianjin (TSN),aterrat,,145,00:05,3,GS7936
TTJ,Thai Airways InternationalANA,Bangkok (BKK),en rutaretardat,,110,00:2001:07,3,TG 661NH 5965
TTJ,Japan AirlinesBritish AirwaysIberia,Londres (LHR),en rutaretardat,,135,00:2001:05,3,JL 41BA 4609IB 7191
TTJ,ANALufthansa,Estocolm (ARN),en rutaretardat,,66,00:3001:03,2,NH 221LH 4949
TTJ,ANAUnited Airlines,Los Angeles (LAX),en rutaretardat,,73,00:3001:16,2,NH 106UA 7982
TTJ,ANASingapore AirlinesAir CanadaUnited Airlines,Singapore (SIN),en rutaretardat,,71,00:4001:14,2,NH 843SQ 5905AC 6228UA 7991
TTJ,ANAAlitalia,Milà (MXP),en rutaretardat,,69,00:5501:19,2,NH 207AZ 7505
TTJ,Hong Kong Express,Hong Kong (HKG),aterrat,,J,01:00,3,UO623
TTJ,Japan AirlinesSriLankan AirlinesBangkok AirwaysHawaiian AirlinesAlphaSkyAmerican Airlines,Bangkok (BKK),en rutaretardat,,114,01:2001:32,3,JL 33UL 3357PG 4152HA 5004AS 7337AA 8485
TTJ,ANAThai Airways International,Bangkok (BKK),en rutaretardat,,72,01:3001:36,2,NH 877TG 6102
TTJ,Asiana AirlinesANA,Seül (ICN),aterrat,,148,01:30,3,OZ 177NH 6895
TTJ,Japan AirlinesHawaiian AirlinesAlphaSkyAmerican Airlines,Ho Chi Minh City (SGN),en rutaretardat,,113,01:3001:44,3,JL 79HA 5011AS 7327AA 8493
TTJ,Tianjin Airlines,Tianjin (TSN),aterrat,,149,01:30,3,GS7990
TTJ,Philippine AirlinesANAAmerican Airlines,Manila (MNL),en rutaretardat,,141,01:5502:13,3,PR 423NH 5331AA 8345
TTJ,Japan Airlines,Manila (MNL),en rutaretardat,,111,01:5502:10,3,JL77
TTJ,Korean AirJet Linx AviationAir FranceVirgin Atlantic,Seül (ICN),aterrat,,146,02:00,3,KE 720JL 5257AF 5367VS 5530
TTJ,VietJet AirFlexFlight,Ho Chi Minh City (SGN),en rutaretardat,,145,02:0002:15,3,VJ 821A1 2821H1 4012W2 4821
TTJ,Peach Aviation,Seül (ICN),aterrat,,109,02:10,3,MM809
TTJ,Hong Kong ExpressCathay Pacific,Hong Kong (HKG),en rutaretardat,,140,02:3002:31,3,UO 629CX 5629
TTJ,Peach Aviation,Xangai (PVG),aterrat,,107A,02:40,3,MM877
TTJ,ANA,Xiamen (XMN),en rutaretardat,,,02:5103:02,,NH9411
TTJ,Spring Airlines Japan,Sapporo (CTS),en rutaretardat,,,04:3004:58,,IJ411
TTJ,Spring Airlines Japan,Fukuoka (KKJ),en rutaretardat,,,04:4005:10,,IJ445
TTJ,Tigerair Taiwan,Taipei (TPE),en rutaretardat,,144,05:2505:27,3,IT217
TTJ,Peach Aviation,Taipei (TPE),en ruta,,107A,05:55,3,MM859
TTJ,ANAPhilippine AirlinesTurkish Airlines,Sapporo (CTS),previst,,50B,06:20,2,NH 987PR 3152TK 4567
TTJ,Skymark Airlines,Fukuoka (FUK),previst,,20,06:20,1,BC1
TTJ,ANATurkish Airlines,Fukuoka (FUK),previst,,59,06:20,2,NH 239TK 8428
TTJ,ANAPhilippine AirlinesTurkish Airlines,Osaka (ITM),previst,,62,06:20,2,NH 985PR 3110TK 8825
TTJ,Jet Linx AviationHawaiian AirlinesQatar AirwaysChina Airlines,Kumamoto (KMJ),previst,,5A,06:20,1,JL 623HA 5312QR 6033CI 8463
TTJ,Jet Linx AviationHawaiian AirlinesQatar AirwaysAlphaSkyChina AirlinesAmerican Airlines,Fukuoka (FUK),previst,,7,06:25,1,JL 303HA 5136QR 6023AS 7425CI 8321AA 8470
TTJ,Jet Linx AviationHawaiian AirlinesQatar AirwaysCathay Pacific,Kagoshima (KOJ),previst,,4,06:25,1,JL 641HA 5328QR 6035CX 6334
TTJ,Solaseed AirANA,Oita (OIT),previst,,505,06:25,2,6J 91NH 2491
TTJ,ANATurkish Airlines,Okinawa (OKA),previst,,64,06:25,2,NH 461TK 8338
TTJ,Skymark Airlines,Okinawa (OKA),previst,,21,06:30,1,BC511
TTJ,Jet Linx AviationHawaiian AirlinesQatar AirwaysAlphaSkyAir FranceAmerican Airlines,Okinawa (OKA),previst,,13,06:30,1,JL 901HA 5414QR 6037AS 7521AF 8017AA 8473
TTJ,Jet Linx AviationHawaiian AirlinesQatar Airways,Osaka (ITM),previst,,15,06:30,1,JL 101HA 5012QR 6027
TTJ,Jet Linx AviationHawaiian AirlinesQatar AirwaysAlphaSky,Sapporo (CTS),previst,,17,06:35,1,JL 501HA 5230QR 6021AS 7393
TTJ,StarFlyerANA,Fukuoka (FUK),previst,,1,06:35,1,7G 41NH 3841
TTJ,Hong Kong ExpressCathay Pacific,Hong Kong (HKG),previst,,140,06:35,3,UO 625CX 5625
TTJ,Skymark Airlines,Kagoshima (KOJ),previst,,19,06:35,1,BC301
TTJ,ANAPhilippine Airlines,Iwakuni (IWK),previst,,51,06:40,2,NH 631PR 3182
TTJ,ANATurkish Airlines,Kagoshima (KOJ),previst,,53,06:40,2,NH 619TK 8426
TTJ,ANA,Okinawa (OKA),previst,,60,06:40,2,NH993
TTJ,ANA,Osaka (UKB),previst,,47,06:40,2,NH411
TTJ,Skymark Airlines,Sapporo (CTS),previst,,22,06:45,1,BC703
TTJ,Jet Linx AviationHawaiian Airlines,Ishigaki (ISG),previst,,9,06:45,1,JL 971HA 5966
TTJ,Solaseed AirANA,Okinawa (OKA),previst,,52,06:45,2,6J 21NH 2421
TTJ,ANA,Fukuoka (FUK),previst,,65,06:50,2,NH1075
TTJ,Solaseed AirANA,Miyazaki (KMI),previst,,503,06:50,2,6J 51NH 2451
TTJ,Jet Linx AviationHawaiian AirlinesQatar AirwaysChina Airlines,Memanbetsu (MMB),previst,,18,06:50,1,JL 565HA 5277QR 6029CI 8407
TTJ,Air DoANA,Sapporo (CTS),previst,,55,06:55,2,HD 11NH 4711
TTJ,ANA,Sapporo (CTS),previst,,55,06:55,2,NH4711
TTJ,Air DoANA,Obihiro (OBO),previst,,500,06:55,2,HD 61NH 4761
TTJ,Qantas,Sydney (SYD),previst,,145,06:55,3,QF26
TTJ,ANA,Takamatsu (TAK),previst,,50A,06:55,2,NH531
TTJ,ANA,Yonago (YGJ),previst,,508,06:55,2,NH381
HKD,Hong Kong Air Cargo,Hong Kong (HKG),en ruta,,,04:20,,RH4569
HKD,China Airlines,Osaka (KIX),en ruta,,,04:30,,CI5148
HKD,Suparna Airlines,Canton (CAN),en ruta,,,04:40,,Y87936
HKD,Suparna Airlines,Canton (CAN),previst,,,05:25,,Y87912
HKD,China Airlines,Busan (PUS),previst,,A4,06:00,1,CI190
HKD,VietJet AirFlexFlight,Ho Chi Minh City (SGN),previstretardat,,B1R,06:1006:30,1,VJ 841A1 2841H1 4047W2 4841
HKD,Tigerair Taiwan,Fukuoka (FUK),previst,,A2,06:15,1,IT240
HKD,Tigerair Taiwan,Sapporo (CTS),previst,,B4,06:20,1,IT234
HKD,Starlux,Osaka (UKB),previst,,B1R,06:20,1,JX834
HKD,China Airlines,Penang (PEN),previst,,,06:25,,CI6595
HKD,EVA AirAir New ZealandANAThai Airways International,Osaka (KIX),previst,,C9,06:30,2,BR 178NZ 4928NH 5834TG 6354
HKD,EVA Air,Kuala Lumpur (KUL),previst,,B8,06:30,2,BR217
HKD,EVA AirAir New ZealandANAThai Airways International,Komatsu (KMQ),previst,,D7,06:35,2,BR 158NZ 4920NH 5820TG 6376
HKD,Tigerair Taiwan,Tòquio (NRT),previst,,B1R,06:35,1,IT200
HKD,Tigerair Taiwan,Osaka (KIX),previst,,B3,06:40,1,IT210
HKD,ScootSingapore AirlinesSingapore Airlines,Tòquio (NRT),previst,,B5,06:45,1,TR 876SQ 8646SQ 8646
HKD,EVA AirAir New ZealandANAThai Airways InternationalTurkish Airlines,Okinawa (OKA),previst,,C5R,06:45,2,BR 112NZ 4907NH 5836TG 6332TK 9454
HKD,EVA AirAir New ZealandThai Airways InternationalANA,Matsuyama (MYJ),previst,,C10,06:50,2,BR 110NZ 4942TG 6294NH 6611
HKD,Tigerair Taiwan,Okinawa (OKA),previst,,B1,06:50,1,IT230
HKD,Tigerair Taiwan,Jeju (CJU),previst,,A3,06:50,1,IT654
HKD,China AirlinesHawaiian AirlinesJet Linx Aviation,Fukuoka (FUK),previst,,D8,06:50,2,CI 110HA 2540JL 5126
HKD,Starlux,Jakarta (CGK),previst,,B2,06:55,1,JX761
HKD,Starlux,Luzon Island (CRK),previst,,B7,06:55,2,JX789
HKD,EVA AirAir New ZealandANAThai Airways International,Sapporo (CTS),previst,,C5R,06:55,2,BR 166NZ 4924NH 5838TG 6366
HKD,China AirlinesBangkok Airways,Bangkok (BKK),previst,,8,07:00,1,CI 833PG 4900
HKD,Tigerair Taiwan,Hakodate (HKD),previst,,B1R,07:00,1,IT236
HKD,EVA AirHong Kong Airlines,Hong Kong (HKG),previst,,B9,07:00,2,BR 891HX 1819
HKD,Tigerair Taiwan,Fukuoka (HSG),previst,,B1R,07:10,1,IT246
HKD,China AirlinesKLMJet Linx Aviation,Hiroshima (HIJ),previst,,D4,07:15,2,CI 112KL 4976JL 5110
HKD,China AirlinesVietnam Airlines,Ho Chi Minh City (SGN),previst,,A6,07:15,1,CI 781VN 3581
HKD,China AirlinesPhilippine Airlines,Manila (MNL),previstretardat,,A5,07:2007:30,1,CI 701PR 3191
HKD,China Airlines,Phnom Penh (PNH),previst,,D3,07:20,1,CI861
HKD,EVA AirThai Airways International,Chiang Mai (CNX),previst,,C5R,07:25,2,BR 257TG 6323
HKD,China Airlines,Hong Kong (HKG),previst,,A2,07:25,1,CI601
HKD,China AirlinesBangkok Airways,Chiang Mai (CNX),previst,,B1R,07:30,1,CI 851PG 4908
HKD,Vietnam AirlinesChina Airlines,Hanoi (HAN),previst,,D5R,07:30,2,VN 579CI 9123
HKD,EVA AirAir New ZealandThai Airways InternationalAir CanadaAsiana Airlines,Seül (ICN),previst,,C5R,07:30,2,BR 170NZ 4926TG 6396AC 6535OZ 6874
HKD,Starlux,Kumamoto (KMJ),previst,,A4,07:30,1,JX846
HKD,China AirlinesJet Linx Aviation,Nagoya (NGO),previst,,D7,07:30,2,CI 154JL 5112
HKD,EVA Air,Ho Chi Minh City (SGN),previst,,C6,07:30,2,BR395
HKD,China Airlines,Anchorage (ANC),previstretardat,,,07:3507:45,,CI5256
HKD,China AirlinesHawaiian AirlinesKorean AirDelta Air Lines,Seül (ICN),previst,,B4,07:40,1,CI 160HA 2870KE 5692DL 7717
HKD,Starlux,Ho Chi Minh City (SGN),previst,,D9,07:40,2,JX711
HKD,EVA AirSingapore AirlinesAir India,Singapore (SIN),previst,,C1,07:40,2,BR 225SQ 5805AI 7057
HKD,EVA Air,Anchorage (ANC),previstretardat,,,07:4507:55,,BR692
HKD,Thai Vietjet Air,Osaka (KIX),previst,,B1R,07:45,1,VZ566
HKD,Vietnam AirlinesChina Airlines,Ho Chi Minh City (SGN),previst,,D5R,07:45,2,VN 571CI 9571
HKD,Thai Airways InternationalEVA Air,Bangkok (BKK),previst,,B1R,07:55,1,TG 637BR 2219
HKD,Cargolux,Bangkok (BKK),previst,,,07:55,,CV9006
HKD,Cargolux,Bangkok (BKK),previst,,,07:55,,CV9016
HKD,EVA AirAir New ZealandANAThai Airways InternationalAir Canada,Tòquio (NRT),previst,,C5R,07:55,2,BR 184NZ 4944NH 5850TG 6364AC 6536
HKD,China AirlinesKLMKorean Air,Busan (PUS),previst,,A1,07:55,1,CI 188KL 4994KE 5696
HKD,Tigerair Taiwan,Akita (AXT),previst,,B3,08:00,1,IT256
HKD,EVA AirThai Airways InternationalAir India,Bangkok (BKK),previst,,C2,08:00,2,BR 67TG 6303AI 7053
HKD,EVA Air,Cebu (CEB),previst,,C5R,08:00,2,BR281
HKD,Starlux,Hong Kong (HKG),previst,,B1,08:00,1,JX233
HKD,Cathay Pacific,Hong Kong (HKG),previst,,B5,08:00,1,CX407
HKD,China AirlinesKLMJet Linx AviationMalaysia Airlines,Okinawa (OKA),previst,,D5,08:00,2,CI 120KL 4997JL 5134MH 5604
HKD,Starlux,Singapore (SIN),previst,,B8,08:00,2,JX771
HKD,Starlux,Macau (MFM),previst,,B7,08:05,1,JX201
HKD,China AirlinesQantasGaruda Indonesia,Singapore (SIN),previst,,D1,08:05,1,CI 753QF 8742GA 9994
HKD,China AirlinesPhilippine Airlines,Cebu (CEB),previst,,B2,08:10,1,CI 705PR 3303
HKD,EVA AirAir New ZealandANAThai Airways International,Fukuoka (FUK),previst,,C5R,08:10,2,BR 106NZ 4906NH 5802TG 6362
HKD,China Airlines,Hong Kong (HKG),previst,,B1R,08:10,1,CI903
HKD,Starlux,Hanoi (HAN),previst,,B1R,08:15,1,JX715
HKD,EVA AirHong Kong Airlines,Hong Kong (HKG),previst,,C10,08:15,2,BR 851HX 1821
HKD,China AirlinesHawaiian AirlinesJet Linx Aviation,Osaka (KIX),previst,,D8,08:15,2,CI 156HA 2826JL 5102
HKD,EVA AirThai Airways InternationalAir India,Bangkok (BKK),previst,,C3,08:20,2,BR 211TG 6315AI 7051
HKD,China AirlinesVietnam Airlines,Hanoi (HAN),previst,,A3,08:25,1,CI 791VN 3585
HKD,EVA AirAir New ZealandANAThai Airways International,Osaka (KIX),previst,,B9,08:30,2,BR 132NZ 4914NH 5812TG 6356
HKD,Starlux,Osaka (KIX),previst,,B6,08:30,1,JX820
HKD,Starlux,Tòquio (NRT),previst,,D2,08:30,1,JX800
HKD,China AirlinesKLMJet Linx Aviation,Sapporo (CTS),previst,,A7,08:35,2,CI 130KL 4978JL 5100
HKD,China AirlinesChina Southern AirlinesChina Eastern Airlines,Xangai (PVG),previstretardat,,D6,08:4008:50,2,CI 501CZ 7973MU 8901
HKD,China Airlines,Xiamen (XMN),previst,,A6,08:40,2,CI991
HKD,China AirlinesMalaysia Airlines,Kuala Lumpur (KUL),previst,,A5,08:45,1,CI 721MH 5601
HKD,EVA Air,Phnom Penh (PNH),previst,,C9,08:45,2,BR265
HKD,Thai Lion Air,Bangkok (DMK),previst,,A2,08:55,1,SL399
HKD,China AirlinesHawaiian AirlinesJet Linx Aviation,Tòquio (NRT),previst,,D4,08:55,2,CI 100HA 2530JL 5046
SYO,StarFlyer,Fukuoka (KKJ),aterrat,,1,22:00,1,7G95
SYO,QantasLATAM Airlines,Sydney (SYD),en rutaretardat,,147,22:0022:18,3,QF 60LA 5927
SYO,ANAJuneyao AirlinesAir China LTD,Xangai (PVG),aterrat,,701,22:30,2,NH 967HO 3136CA 6672
SYO,ANAUnited Airlines,Nova York (JFK),en ruta,,73,22:45,2,NH 160UA 7924
SYO,ANAAir New ZealandVirgin AustraliaTurkish Airlines,Sydney (SYD),en rutaretardat,,67A,22:4523:25,2,NH 879NZ 4159VA 7401TK 8336
SYO,ANAAustrian,Viena (VIE),en rutaretardat,,68,22:4523:07,2,NH 205OS 8564
SYO,Japan AirlinesQatar Airways,Doha (DOH),en rutaretardat,,114,22:5023:34,3,JL 59QR 4851
SYO,ANALufthansa,Munic (MUC),en rutaretardat,,71,22:5523:17,2,NH 217LH 4923
SYO,ANAUnited Airlines,San Francisco (SFO),en rutaretardat,,108B,22:5523:36,3,NH 108UA 7939
SYO,Singapore AirlinesFiji AirwaysANAAir India,Singapore (SIN),en rutaretardat,,107A,22:5523:18,3,SQ 635FJ 5954NH 6251AI 8165
SYO,ANAUnited Airlines,Jakarta (CGK),en rutaretardat,,72,23:3000:19,2,NH 871UA 7902
SYO,ANAUnited Airlines,Kuala Lumpur (KUL),en rutaretardat,,106A,23:3000:21,3,NH 885UA 7905
SYO,United Airlines,Agana (GUM),aterrat,,105,23:35,3,UA848
SYO,AirAsia X,Kuala Lumpur (KUL),en rutaretardat,,147,23:5000:24,3,D7523
SYO,ANAThai Airways InternationalAir CanadaUnited Airlines,Bangkok (BKK),en rutaretardat,,67A,00:0500:31,2,NH 849TG 6106AC 6273UA 8003
SYO,Air FranceKLMSAS,París (CDG),en rutaretardat,,141,00:0500:33,3,AF 293KL 2330SK 9996
SYO,EmiratesJet Linx Aviation,Dubai (DXB),en rutaretardat,,144,00:0500:29,3,EK 313JL 5093
SYO,Japan AirlinesSriLankan AirlinesQantasHawaiian AirlinesAlphaSkyAmerican Airlines,Singapore (SIN),en rutaretardat,,109,00:0500:29,3,JL 35UL 3335QF 4026HA 5006AS 7349AA 8487
SYO,Tianjin Airlines,Tianjin (TSN),aterrat,,145,00:05,3,GS7936
SYO,Thai Airways InternationalANA,Bangkok (BKK),en rutaretardat,,110,00:2001:07,3,TG 661NH 5965
SYO,Japan AirlinesBritish AirwaysIberia,Londres (LHR),en rutaretardat,,135,00:2001:05,3,JL 41BA 4609IB 7191
SYO,ANALufthansa,Estocolm (ARN),en rutaretardat,,66,00:3001:03,2,NH 221LH 4949
SYO,ANAUnited Airlines,Los Angeles (LAX),en rutaretardat,,73,00:3001:16,2,NH 106UA 7982
SYO,ANASingapore AirlinesAir CanadaUnited Airlines,Singapore (SIN),en rutaretardat,,71,00:4001:14,2,NH 843SQ 5905AC 6228UA 7991
SYO,ANAAlitalia,Milà (MXP),en rutaretardat,,69,00:5501:19,2,NH 207AZ 7505
SYO,Hong Kong Express,Hong Kong (HKG),aterrat,,J,01:00,3,UO623
SYO,Japan AirlinesSriLankan AirlinesBangkok AirwaysHawaiian AirlinesAlphaSkyAmerican Airlines,Bangkok (BKK),en rutaretardat,,114,01:2001:32,3,JL 33UL 3357PG 4152HA 5004AS 7337AA 8485
SYO,ANAThai Airways International,Bangkok (BKK),en rutaretardat,,72,01:3001:36,2,NH 877TG 6102
SYO,Asiana AirlinesANA,Seül (ICN),aterrat,,148,01:30,3,OZ 177NH 6895
SYO,Japan AirlinesHawaiian AirlinesAlphaSkyAmerican Airlines,Ho Chi Minh City (SGN),en rutaretardat,,113,01:3001:44,3,JL 79HA 5011AS 7327AA 8493
SYO,Tianjin Airlines,Tianjin (TSN),aterrat,,149,01:30,3,GS7990
SYO,Philippine AirlinesANAAmerican Airlines,Manila (MNL),en rutaretardat,,141,01:5502:13,3,PR 423NH 5331AA 8345
SYO,Japan Airlines,Manila (MNL),en rutaretardat,,111,01:5502:10,3,JL77
SYO,Korean AirJet Linx AviationAir FranceVirgin Atlantic,Seül (ICN),aterrat,,146,02:00,3,KE 720JL 5257AF 5367VS 5530
SYO,VietJet AirFlexFlight,Ho Chi Minh City (SGN),en rutaretardat,,145,02:0002:15,3,VJ 821A1 2821H1 4012W2 4821
SYO,Peach Aviation,Seül (ICN),aterrat,,109,02:10,3,MM809
SYO,Hong Kong ExpressCathay Pacific,Hong Kong (HKG),en rutaretardat,,140,02:3002:31,3,UO 629CX 5629
SYO,Peach Aviation,Xangai (PVG),aterrat,,107A,02:40,3,MM877
SYO,ANA,Xiamen (XMN),en rutaretardat,,,02:5103:02,,NH9411
SYO,Spring Airlines Japan,Sapporo (CTS),en rutaretardat,,,04:3004:58,,IJ411
SYO,Spring Airlines Japan,Fukuoka (KKJ),en rutaretardat,,,04:4005:10,,IJ445
SYO,Tigerair Taiwan,Taipei (TPE),en rutaretardat,,144,05:2505:27,3,IT217
SYO,Peach Aviation,Taipei (TPE),en ruta,,107A,05:55,3,MM859
SYO,ANAPhilippine AirlinesTurkish Airlines,Sapporo (CTS),previst,,50B,06:20,2,NH 987PR 3152TK 4567
SYO,Skymark Airlines,Fukuoka (FUK),previst,,20,06:20,1,BC1
SYO,ANATurkish Airlines,Fukuoka (FUK),previst,,59,06:20,2,NH 239TK 8428
SYO,ANAPhilippine AirlinesTurkish Airlines,Osaka (ITM),previst,,62,06:20,2,NH 985PR 3110TK 8825
SYO,Jet Linx AviationHawaiian AirlinesQatar AirwaysChina Airlines,Kumamoto (KMJ),previst,,5A,06:20,1,JL 623HA 5312QR 6033CI 8463
SYO,Jet Linx AviationHawaiian AirlinesQatar AirwaysAlphaSkyChina AirlinesAmerican Airlines,Fukuoka (FUK),previst,,7,06:25,1,JL 303HA 5136QR 6023AS 7425CI 8321AA 8470
SYO,Jet Linx AviationHawaiian AirlinesQatar AirwaysCathay Pacific,Kagoshima (KOJ),previst,,4,06:25,1,JL 641HA 5328QR 6035CX 6334
SYO,Solaseed AirANA,Oita (OIT),previst,,505,06:25,2,6J 91NH 2491
SYO,ANATurkish Airlines,Okinawa (OKA),previst,,64,06:25,2,NH 461TK 8338
SYO,Skymark Airlines,Okinawa (OKA),previst,,21,06:30,1,BC511
SYO,Jet Linx AviationHawaiian AirlinesQatar AirwaysAlphaSkyAir FranceAmerican Airlines,Okinawa (OKA),previst,,13,06:30,1,JL 901HA 5414QR 6037AS 7521AF 8017AA 8473
SYO,Jet Linx AviationHawaiian AirlinesQatar Airways,Osaka (ITM),previst,,15,06:30,1,JL 101HA 5012QR 6027
SYO,Jet Linx AviationHawaiian AirlinesQatar AirwaysAlphaSky,Sapporo (CTS),previst,,17,06:35,1,JL 501HA 5230QR 6021AS 7393
