Airport Code,Companyia aèria,Destinació,Estat,Info,Porta,Sortida,Terminal,Vol
MHH,JetBlue Airways,San Juan (SJU),en rutaretardat,,C10,15:1515:43,2,B61903
MHH,American Airlines,Nashville (BNA),aterrat,,C15,15:25,2,AA4685
MHH,American Airlines,Nova York (LGA),aterrat,,C17,15:25,2,AA4563
MHH,Delta Air LinesWestJetVirgin AtlanticWestJet,Minneapolis (MSP),aterrat,,D3,15:25,2,DL 2521WS 8507VS 3491WS 8600
MHH,,Dubuque (DBQ),en rutaretardat,,,15:3015:51,,
MHH,American Airlines,Pittsburgh (PIT),aterrat,,C18,15:30,2,AA9934
MHH,Delta Air LinesAeromexicoKorean AirSASAeromexicoKLMVirgin AtlanticLATAM AirlinesWestJet,Atlanta (ATL),aterrat,,C1,15:35,2,DL 2026AM 3323KE 7129SK 3895AM 4282KL 5180VS 5272LA 6529WS 7226
MHH,Southwest Airlines,Tampa (TPA),aterrat,,A7,15:35,1,WN1002
MHH,NetJets Aviation,Marsh Harbour (MHH),aterrat,,,15:36,,1I
MHH,Breeze Airways,Portland (PWM),aterrat,,A2,15:38,1,MX744
MHH,LufthansaUnited AirlinesAir Canada,Frankfurt del Main (FRA),en rutaretardat,,C24,15:4015:57,2,LH 409UA 9505AC 9533
MHH,Southwest Airlines,Chicago (MDW),aterrat,,A6,15:40,1,WN1218
MHH,American AirlinesGolJet Linx AviationGolAlphaSkyQatar Airways,Dallas (DFW),en rutaretardat,,C7,15:4316:42,2,AA 2693G3 6373JL 7592G3 6373AS 6413QR 7728
MHH,Breeze Airways,Providence (PVD),aterrat,,A3,15:48,1,MX755
MHH,Delta Air LinesWestJet,Nova York (LGA),aterrat,,D6,16:00,2,DL 5724WS 6674
MHH,Frontier Airlines,San Juan (SJU),en ruta,,D11,16:07,2,F91226
MHH,American AirlinesRoyal JordanianQatar Airways,Chicago (ORD),en rutaretardat,,C17,16:0916:21,2,AA 4652RJ 7643QR 9190
MHH,Frontier Airlines,Filadèlfia (PHL),aterrat,,D13,16:12,2,F92060
MHH,American AirlinesAlphaSkyBritish AirwaysAer LingusQatar Airways,Filadèlfia (PHL),aterrat,,C9,16:12,2,AA 987AS 4630BA 6550EI 7643QR 9321
MHH,American Airlines,Charlotte (CLT),aterrat,,,16:15,,AA9786
MHH,United Airlines,Denver (DEN),en rutaretardat,,D17,16:1516:25,2,UA2288
MHH,American Airlines,Charlotte (CLT),aterrat,,C15,16:20,2,AA2704
MHH,Southwest Airlines,Dallas (DAL),en rutaretardat,,A8,16:2516:34,1,WN51
MHH,Southwest Airlines,Kansas City (MCI),en rutaretardat,,A5,16:4016:51,1,WN1335
MHH,Air CanadaLufthansaUnited Airlines,Toronto (YYZ),en rutaretardat,,C03,16:4016:57,2,AC 1109LH 6575UA 8283
MHH,Flexjet,Filadèlfia (TTN),en rutaretardat,,,16:4416:54,,LXJ485
MHH,AeroMexico ConnectDelta Air Lines,Ciutat de Mèxic (MEX),en rutaretardat,,C21,16:4817:02,2,5D 431DL 8124
MHH,Southwest Airlines,Nashville (BNA),en rutaretardat,,A7,16:5016:54,1,WN2675
MHH,JetBlue AirwaysSingapore AirlinesHawaiian AirlinesQatar AirwaysTAP Air PortugalAer LingusIcelandairBritish AirwaysEtihad AirwaysTurkish AirlinesEl Al,Nova York (JFK),en rutaretardat,,C10,16:5317:09,2,B6 86SQ 1502HA 2015QR 3971TP 4360EI 5057FI 7856BA 8380EY 8385TK 8510LY 8703
MHH,United AirlinesAir New Zealand,Houston (IAH),en rutaretardat,,D15,16:5617:05,2,UA 2407NZ 6555
MHH,Wheels Up,Hickory (HKY),en rutaretardat,,,17:0017:14,,
MHH,Southwest Airlines,Las Vegas (LAS),en rutaretardat,,A6,17:0017:25,1,WN2164
MHH,NetJets Aviation,Winston Salem (INT),aterrat,,,17:18,,1I946
MHH,Delta Air LinesAeromexicoVirgin AtlanticAir FranceEl Al,Boston (BOS),en rutaretardat,,D5,17:2017:32,2,DL 1075AM 3148VS 3202AF 3478LY 4110
MHH,Vista America,Tampa (TPA),en rutaretardat,,,17:2017:30,,
MHH,Delta Air LinesAeromexicoWestJetKorean AirKLMAir FranceSASAir FranceAeromexicoVirgin AtlanticKorean AirKLM,Atlanta (ATL),en rutaretardat,,D1,17:2117:25,2,DL 1550AM 3927WS 6539KE 7007KL 7048AF 8867SK 3272AF 3458AM 4534VS 5278KE 7010KL 7048
MHH,United AirlinesAir CanadaANAAir New ZealandLufthansa,Chicago (ORD),en rutaretardat,,D18,17:3017:36,2,UA 2485AC 3391NH 7144NZ 2796LH 7885
MHH,American AirlinesAlphaSky,Chicago (ORD),en rutaretardat,,C12,17:3017:44,2,AA 3636AS 6463
MHH,Southwest Airlines,Phoenix (PHX),en ruta,,A8,17:40,1,WN2913
MHH,NetJets Aviation,Washington (IAD),en ruta,,,17:42,,1I757
MHH,American Airlines,Washington (DCA),en ruta,,C16,17:45,2,AA4624
MHH,American AirlinesQatar AirwaysQatar Airways,Filadèlfia (PHL),previst,,C9,17:48,2,AA 1441QR 9472QR 8592
MHH,American AirlinesBritish AirwaysQatar AirwaysIberiaBritish AirwaysGolQatar Airways,Miami (MIA),previstretardat,,C17,17:5019:53,2,AA 2756BA 5013QR 8782IB 4870BA 5512G3 6220QR 8621
MHH,Southwest Airlines,Houston (HOU),previst,,A5,18:00,1,WN3973
MHH,American AirlinesFinnairQantasBritish AirwaysGolQatar Airways,Nova York (JFK),previst,,C18,18:02,2,AA 4804AY 4195QF 4403BA 5509G3 6233QR 7693
MHH,Alaska AirlinesAir Tahiti NuiHawaiian AirlinesAir Tahiti NuiHawaiian Airlines,Seattle (SEA),previst,,A2,18:05,1,AS 572TN 2518HA 6872TN 2518HA 6479
MHH,Delta Air LinesAir France,Salt Lake City (SLC),previst,,C1,18:07,2,DL 1409AF 2211
MHH,Frontier Airlines,Tampa (TPA),previstretardat,,D14,18:1318:27,2,F93371
MHH,American AirlinesBritish AirwaysIberiaFinnairGulf AirMalaysia Airlines,Londres (LHR),previstretardat,,D20,18:1519:50,2,AA 174BA 1551IB 4250AY 5786GF 6674MH 9394
MHH,Delta Air LinesKorean AirKLMWestJetAir FranceAir FranceAeromexicoKLMWestJet,Detroit (DTW),previst,,D1,18:17,2,DL 1407KE 3245KL 5824WS 7108AF 8706AF 2961AM 4082KL 5824WS 8078
MHH,American Airlines,Charlotte (CLT),previst,,C15,18:18,2,AA1894
MHH,Air FranceKLMVirgin AtlanticDelta Air Lines,París (CDG),previstretardat,,C23,18:2018:36,2,AF 693KL 2285VS 6735DL 8417
MHH,United AirlinesLufthansa,Nova York (EWR),previstretardat,,D17,18:2018:39,2,UA 3710LH 7717
MHH,United AirlinesVirgin AustraliaAir New Zealand,San Francisco (SFO),previst,,D15,18:40,2,UA 1769VA 8483NZ 9558
MHH,Southwest Airlines,Orlando (MCO),previst,,A6,18:45,1,WN2186
MHH,Delta Air LinesAir FranceAeromexicoVirgin AtlanticLATAM AirlinesWestJetKLMAir FranceKorean AirAeromexicoVirgin AtlanticKLMWestJetLATAM Airlines,Atlanta (ATL),previst,,D5,18:58,2,DL 2600AF 2398AM 3315VS 5229LA 6184WS 6459KL 7375AF 2472KE 3732AM 3971VS 5004KL 7375WS 8058LA 8764
MHH,Delta Air LinesVirgin AtlanticEl AlAeromexicoAir FranceLATAM AirlinesKorean Air,Nova York (JFK),previst,,D6,18:59,2,DL 5219VS 1845LY 4401AM 4455AF 5659LA 6629KE 7220
MHH,Delta Air LinesVirgin AtlanticWestJet,Minneapolis (MSP),previst,,D5,18:59,2,DL 2546VS 3493WS 8488
MHH,Southwest Airlines,Baltimore (BWI),previstretardat,,A8,19:2019:44,1,WN2392
MHH,American Airlines,Charlotte (CLT),previst,,C9,19:29,2,AA1479
MHH,American AirlinesQatar AirwaysGol,Miami (MIA),previst,,C15,19:38,2,AA 1891QR 2781G3 6161
MHH,American AirlinesQatar AirwaysAlphaSkyQantasQatar AirwaysAlphaSkyQantasCathay Pacific,Dallas (DFW),previst,,C11,19:48,2,AA 1888QR 2465AS 4107QF 4151QR 2871AS 4107QF 4151CX 7653
MHH,United AirlinesCopa AirlinesAir CanadaLufthansa,Washington (IAD),previstretardat,,D17,19:5720:14,2,UA 689CM 1432AC 3398LH 8919
MHH,American AirlinesIberia,Charlotte (CLT),previst,,C15,20:27,2,AA 1904IB 4748
MHH,Icelandair,Reykjavík (KEF),previst,,,20:30,2,FI820
MHH,Frontier Airlines,Filadèlfia (PHL),previst,,D13,20:40,2,F92072
MHH,Sun Country Airlines,Minneapolis (MSP),previstretardat,,,20:4420:54,1,SY1982
MHH,United Airlines,Denver (DEN),cancel·lat,,,21:00,,UA3933
MHH,JetBlue AirwaysHawaiian Airlines,Boston (BOS),previst,,C10,21:10,2,B6 1244HA 2218
MHH,Breeze Airways,Fort Myers (RSW),previstretardat,,A3,21:1121:45,1,MX745
MHH,Breeze Airways,Windsor Locks (BDL),previst,,A2,21:38,1,MX541
MHH,MidAmerica Jet,Albany (ABY),previst,,,22:25,,
SML,Bahamasair,Nassau (NAS),aterrat,,,14:05,,UP383
SML,Southern Air Charter,Nassau (NAS),aterrat,,,14:50,,PL704
SML,Southern Air Charter,Stella Maris (SML),desconegut,,,15:15,,PL809
GHB,Bahamasair,North Eleuthera (ELH),aterrat,,,10:30,,UP363
GHB,Southern Air Charter,Nassau (NAS),aterrat,,,12:30,,PL504
GHB,Aztec Airways,Governors Harbour (GHB),aterrat,,,14:45,,AJ423
GHB,Bahamasair,Nassau (NAS),aterrat,,,16:15,,UP354
GHB,Southern Air Charter,Nassau (NAS),aterrat,,,16:35,,PL506
ELH,Bahamasair,North Eleuthera (ELH),aterrat,,,10:30,,UP363
ELH,Southern Air Charter,Nassau (NAS),aterrat,,,12:30,,PL504
ELH,Aztec Airways,Governors Harbour (GHB),aterrat,,,14:45,,AJ423
ELH,Bahamasair,Nassau (NAS),aterrat,,,16:15,,UP354
ELH,Southern Air Charter,Nassau (NAS),aterrat,,,16:35,,PL506
NIM,Tunisair Express,Djerba (DJE),cancel·lat,,,15:00,M,UG8
NIM,Tunisair,Ginebra (GVA),desconegut,,,15:05,M,TU700
NIM,Tunisair,Munic (MUC),aterrat,,,15:05,M,TU542
NIM,Nouvelair Tunisie,Londres (LGW),aterrat,,,15:25,M,BJ844
NIM,Tunisair,(DSS),aterrat,,,15:30,M,TU343
NIM,Ghadames Air Transport,Trípoli (MJI),desconegut,,,15:30,,NJ414
NIM,Libyan Airlines,Trípoli (MJI),aterrat,,,15:35,M,LN303
NIM,Tunisair,Abidjan (ABJ),aterrat,,,15:50,M,TU399
NIM,Qatar AirwaysRwandAirOman Air,Doha (DOH),aterrat,,52,16:00,M,QR 1400WB 1638WY 6111
NIM,Nouvelair Tunisie,Nantes (NTE),aterrat,,,16:00,M,BJ722
NIM,Tunisair,París (ORY),aterrat,,,16:00,M,TU722
NIM,Tunisair,Zuric (ZRH),aterrat,,,16:30,,TU602
NIM,Aegean Airlines,Atenes (ATH),aterrat,,,16:50,,A3735
NIM,Turkish Airlines,Istanbul (IST),aterrat,,,17:25,1,TK664
NIM,Nouvelair Tunisie,París (CDG),aterrat,,,17:30,M,BJ520
NIM,Lufthansa,Munic (MUC),aterrat,,056,17:35,M,LH1745
NIM,Tunisair,París (ORY),cancel·lat,,,17:45,M,TU724
NIM,Tunisair,Marsella (MRS),previstretardat,,,17:5523:59,M,TU902
NIM,JSC Avion Express,París (ORY),aterrat,,,17:55,,X9718
NIM,Nouvelair Tunisie,Alger (ALG),aterrat,,,18:00,M,BJ4003
NIM,Royal Air Maroc,Casablanca (CMN),aterrat,,,18:00,M,AT573
NIM,Libyan Wings,Trípoli (MJI),aterrat,,,18:10,M,YL821
NIM,ITA Airways,Roma (FCO),aterrat,,,18:20,M,AZ867
NIM,Nouvelair Tunisie,Bolonya (BLQ),aterrat,,,18:30,M,BJ612
NIM,Tunisair Express,Djerba (DJE),previstretardat,,,18:3023:40,M,UG10
NIM,Transavia,París (ORY),aterrat,,,18:30,M,HV8231
NIM,Air FranceKLM,París (CDG),aterrat,,59,18:45,M,AF 1185KL 2177
NIM,Transavia,Lió (LYS),aterrat,,,19:15,M,HV6181
NIM,Afriqiyah Airways,Trípoli (MJI),aterrat,,,20:05,M,8U455
NIM,Berniq Airways,Benghazi (BEN),aterrat,,,20:15,M,NB104
NIM,Medsky Airways,Trípoli (MJI),desconegut,,,20:40,,BM405
NIM,Mauritania Airlines International,Nouakchott (NKC),en rutaretardat,,,20:5021:09,M,L6117
NIM,Libyan Wings,Trípoli (MJI),aterrat,,,21:15,M,YL831
NIM,Tunisair,Niamey (NIM),en rutaretardat,,,21:2521:47,M,TU389
NIM,Ghadames Air Transport,Trípoli (MJI),desconegut,,,21:30,,NJ416
NIM,Transavia,Marsella (MRS),en rutaretardat,,,21:3021:52,M,HV8801
NIM,Tunisair,El Caire (CAI),previstretardat,,,22:0001:30,M,TU813
NIM,Tunisair,Istanbul (IST),cancel·lat,,,22:10,M,TU216
NIM,Tunisair,Casablanca (CMN),previstretardat,,,22:3001:25,M,TU705
NIM,Turkish Airlines,Istanbul (IST),previstretardat,,,23:3500:00,1,TK658
NIM,Tunisair,Istanbul (IST),previstretardat,,,00:1504:00,,TU216
NIM,Tunisair,París (CDG),previstretardat,,,00:5001:00,,TU724
NIM,JSC Avion Express,Marsella (MRS),previst,,,00:50,,X92902
NIM,Eurowings,Colònia (CGN),previstretardat,,,01:1001:20,M,EW383
NIM,LufthansaAir Canada,Frankfurt del Main (FRA),previst,,50,01:50,M,LH 1327AC 9277
NIM,Lufthansa CargoLufthansa,Frankfurt del Main (FRA),previstretardat,,,03:0003:10,,GE C8301LH 8300
NIM,Express Air Cargo,París (CDG),previst,,,04:00,,7A110
NIM,Transavia,París (ORY),previstretardat,,,05:0005:10,M,HV8859
ILO,Cebu Pacific Air,General Santos (GES),en rutaretardat,,,04:0004:32,3,5J997
ILO,China AirlinesPhilippine Airlines,Taipei (TPE),en rutaretardat,,1-39,04:0004:09,1,CI 710PR 3194
ILO,Philippine AirlinesANAMalaysia Airlines,Bacolod (BCD),aterrat,,,04:05,2,PR 2129NH 5251MH 5915
ILO,Philippine AirlinesSaudia,Cagayan De Oro (CGY),cancel·lat,,,04:05,2,PR 1519SV 6816
ILO,Philippine AirlinesMalaysia AirlinesChina Airlines,Iloilo (ILO),aterrat,,,04:05,2,PR 2139MH 5991CI 8939
ILO,Philippine AirlinesSingapore AirlinesSaudia,Zamboanga (ZAM),aterrat,,,04:05,2,PR 2949SQ 5101SV 6810
ILO,Cebu Pacific Air,Cagayan De Oro (CGY),en rutaretardat,,,04:1004:41,3,5J383
ILO,AirAsia,Iloilo (ILO),aterrat,,,04:10,2,AK306
ILO,Philippine AirlinesANAMalaysia Airlines,Puerto Princesa (PPS),aterrat,,,04:15,2,PR 2781NH 5273MH 5998
ILO,Philippine AirlinesMalaysia AirlinesANA,Tacloban (TAC),aterrat,,,04:15,2,PR 2981MH 4656NH 5277
ILO,Cebu Pacific Air,Laoag (LAO),aterrat,,,04:20,3,5J404
ILO,Philippine AirlinesMalaysia AirlinesSingapore Airlines,Butuan (BXU),en rutaretardat,,,04:2504:59,2,PR 2967MH 4592SQ 5103
ILO,Cebu Pacific Air,Butuan (BXU),en rutaretardat,,,04:2504:52,3,5J785
ILO,Cebu Pacific Air,Bacolod (BCD),aterrat,,,04:30,3,5J473
ILO,AirAsia,Tòquio (NRT),en rutaretardat,,,04:3504:57,3,AK190
ILO,AirAsia,Tacloban (TAC),aterrat,,,04:35,2,AK322
ILO,Cebu Pacific Air,Cebu (CEB),en rutaretardat,,,04:4004:54,2,5J6497
ILO,Philippine AirlinesSingapore Airlines,Ozamis City (OZC),en rutaretardat,,,04:4005:02,2,PR 2889SQ 5093
ILO,Philippine AirlinesMalaysia AirlinesChina Airlines,Cebu (CEB),en rutaretardat,,,04:4504:58,2,PR 2835MH 5523CI 8919
ILO,AirSWIFT,El Nido (ENI),en rutaretardat,,,04:4504:55,2,T6110
ILO,Philippine Airlines,Cotabato (CBO),en rutaretardat,,,04:5005:06,2,PR2957
ILO,Cebu Pacific Air,Cagayan De Oro (CGY),en rutaretardat,,,04:5505:06,3,5J381
ILO,China Eastern Airlines,Xangai (PVG),en ruta,,,04:55,,MU7212
ILO,Philippine AirlinesSingapore Airlines,Roxas City (RXS),en ruta,,,04:55,2,PR 2203SQ 5071
ILO,Philippine Airlines,Dipolog (DPL),en rutaretardat,,,05:0005:11,2,PR2557
ILO,Philippine AirlinesANA,Tagbilaran (TAG),en ruta,,,05:00,2,PR 2771NH 5281
ILO,Cebu Pacific Air,Hanoi (HAN),en rutaretardat,,,05:0505:23,3,5J744
ILO,Cebu Pacific Air,Dumaguete (DGT),en ruta,,,05:10,3,5J625
ILO,AirSWIFT,El Nido (ENI),en ruta,,,05:15,2,T6112
ILO,Vietnam Airlines,Hanoi (HAN),en ruta,,,05:20,1,VN646
ILO,Cebu Pacific Air,Tacloban (TAC),en ruta,,,05:20,3,5J2901
ILO,Philippine AirlinesChina Airlines,Cebu (CEB),en ruta,,,05:25,2,PR 1845CI 8921
ILO,Cebu Pacific Air,Pagadian (PAG),en ruta,,,05:25,3,5J771
ILO,Cebu Pacific Air,Tagbilaran (TAG),en ruta,,,05:25,3,5J619
ILO,Wamos AirAir France,Abu Dhabi (AUH),previstretardat,,,05:3005:49,3,EB 447AF 4326
ILO,Cebu Pacific Air,Puerto Princesa (PPS),en ruta,,,05:30,3,5J633
ILO,Cebu Pacific Air,Hong Kong (HKG),en ruta,,,05:35,3,5J272
ILO,Philippine AirlinesSingapore Airlines,Singapore (SIN),en ruta,,,05:35,1,PR 511SQ 5057
ILO,Cebu Pacific Air,Davao (DVO),en ruta,,,05:40,3,5J961
ILO,AirAsia,Puerto Princesa (PPS),en ruta,,,05:40,2,AK426
ILO,AirAsia,Caticlan (MPH),previst,,,05:45,2,AK215
ILO,EVA Air,Taipei (TPE),previst,,8-15,05:45,1,BR262
ILO,Cebu Pacific Air,Tòquio (NRT),previst,,,05:50,3,5J5054
ILO,Cebu Pacific Air,Singapore (SIN),previst,,,05:50,3,5J817
ILO,Cebu Pacific Air,Cebu (CEB),previst,,,05:55,3,5J561
ILO,AirAsia,Cebu (CEB),aterrat,,,05:55,2,AK763
ILO,AirSWIFT,El Nido (ENI),previst,,,05:55,2,T6114
ILO,Philippine AirlinesMalaysia Airlines,General Santos (GES),previst,,,06:00,2,PR 453MH 5955
ILO,Cebu Pacific Air,Zamboanga (ZAM),previst,,,06:00,3,5J851
ILO,Philippine AirlinesMalaysia AirlinesChina Airlines,Davao (DVO),previst,,,06:05,2,PR 2811MH 5561CI 8901
ILO,Cebu Pacific Air,Iloilo (ILO),previst,,,06:05,3,5J2267
ILO,Cebu Pacific Air,Puerto Princesa (PPS),previst,,,06:05,3,5J635
ILO,Cebu Pacific Air,Roxas City (RXS),previst,,,06:10,3,5J373
ILO,Philippine Airlines,Busuanga (USU),previst,,,06:10,2,PR2961
ILO,Philippine Airlines,Catarman (CRM),previst,,,06:15,2,PR2079
ILO,Cebu Pacific Air,Tuguegarao (TUG),previst,,,06:15,3,5J504
ILO,Philippine AirlinesSingapore Airlines,Basco (BSO),previst,,,06:20,2,PR 2932SQ 5100
ILO,Cebu Pacific Air,San Jose (SJI),previst,,,06:20,3,5J513
ILO,Air China LTD,Pequín (PEK),previst,,2,06:25,1,CA180
ILO,Cebgo,Busuanga (USU),previst,,,06:25,2,DG6055
ILO,,Cebu (CEB),previst,,,06:30,,
ILO,RUS Aviation,Cebu (CEB),previst,,,06:30,4,R4853
ILO,Philippine AirlinesChina Airlines,Taipei (TPE),previstretardat,,,06:3008:35,1,PR 890CI 9806
ILO,Cebu Pacific Air,Dipolog (DPL),previst,,,06:35,3,5J703
ILO,Philippine AirlinesANA,Nagoya (NGO),previst,,,06:35,1,PR 438NH 5326
ILO,AirAsia,Tacloban (TAC),previst,,,06:35,2,AK320
ILO,Philippine Airlines,Caticlan (MPH),previst,,,06:40,2,PR2035
ILO,Cebu Pacific Air,Nagoya (NGO),previst,,,06:40,3,5J5038
ILO,Cebu Pacific Air,Cagayan De Oro (CGY),previst,,,06:45,3,5J395
ILO,AirAsia,Caticlan (MPH),previst,,,06:45,2,AK211
ILO,Malaysia AirlinesPhilippine AirlinesFirefly,Kuala Lumpur (KUL),previst,,,06:50,1,MH 805PR 3495FY 7353
ILO,Cebu Pacific Air,Taipei (TPE),previst,,,06:50,3,5J312
ILO,Jetstar Asia,Osaka (KIX),previst,,,06:55,3,3K763
ILO,Philippine Airlines,Pequín (PEK),previst,,,06:55,1,PR358
ILO,ScootAir CanadaSingapore Airlines,Singapore (SIN),previst,,,06:55,3,TR 397AC 5936SQ 8637
CYZ,Cebu Pacific Air,General Santos (GES),en rutaretardat,,,04:0004:32,3,5J997
CYZ,China AirlinesPhilippine Airlines,Taipei (TPE),en rutaretardat,,1-39,04:0004:09,1,CI 710PR 3194
CYZ,Philippine AirlinesANAMalaysia Airlines,Bacolod (BCD),aterrat,,,04:05,2,PR 2129NH 5251MH 5915
CYZ,Philippine AirlinesSaudia,Cagayan De Oro (CGY),cancel·lat,,,04:05,2,PR 1519SV 6816
CYZ,Philippine AirlinesMalaysia AirlinesChina Airlines,Iloilo (ILO),aterrat,,,04:05,2,PR 2139MH 5991CI 8939
CYZ,Philippine AirlinesSingapore AirlinesSaudia,Zamboanga (ZAM),aterrat,,,04:05,2,PR 2949SQ 5101SV 6810
CYZ,Cebu Pacific Air,Cagayan De Oro (CGY),en rutaretardat,,,04:1004:41,3,5J383
CYZ,AirAsia,Iloilo (ILO),aterrat,,,04:10,2,AK306
CYZ,Philippine AirlinesANAMalaysia Airlines,Puerto Princesa (PPS),aterrat,,,04:15,2,PR 2781NH 5273MH 5998
CYZ,Philippine AirlinesMalaysia AirlinesANA,Tacloban (TAC),aterrat,,,04:15,2,PR 2981MH 4656NH 5277
CYZ,Cebu Pacific Air,Laoag (LAO),aterrat,,,04:20,3,5J404
CYZ,Philippine AirlinesMalaysia AirlinesSingapore Airlines,Butuan (BXU),en rutaretardat,,,04:2504:59,2,PR 2967MH 4592SQ 5103
CYZ,Cebu Pacific Air,Butuan (BXU),en rutaretardat,,,04:2504:52,3,5J785
CYZ,Cebu Pacific Air,Bacolod (BCD),aterrat,,,04:30,3,5J473
CYZ,AirAsia,Tòquio (NRT),en rutaretardat,,,04:3504:57,3,AK190
CYZ,AirAsia,Tacloban (TAC),aterrat,,,04:35,2,AK322
CYZ,Cebu Pacific Air,Cebu (CEB),en rutaretardat,,,04:4004:54,2,5J6497
CYZ,Philippine AirlinesSingapore Airlines,Ozamis City (OZC),en rutaretardat,,,04:4005:02,2,PR 2889SQ 5093
CYZ,Philippine AirlinesMalaysia AirlinesChina Airlines,Cebu (CEB),en rutaretardat,,,04:4504:58,2,PR 2835MH 5523CI 8919
CYZ,AirSWIFT,El Nido (ENI),en rutaretardat,,,04:4504:55,2,T6110
CYZ,Philippine Airlines,Cotabato (CBO),en rutaretardat,,,04:5005:06,2,PR2957
CYZ,Cebu Pacific Air,Cagayan De Oro (CGY),en rutaretardat,,,04:5505:06,3,5J381
CYZ,China Eastern Airlines,Xangai (PVG),en ruta,,,04:55,,MU7212
CYZ,Philippine AirlinesSingapore Airlines,Roxas City (RXS),en ruta,,,04:55,2,PR 2203SQ 5071
CYZ,Philippine Airlines,Dipolog (DPL),en rutaretardat,,,05:0005:11,2,PR2557
CYZ,Philippine AirlinesANA,Tagbilaran (TAG),en ruta,,,05:00,2,PR 2771NH 5281
CYZ,Cebu Pacific Air,Hanoi (HAN),en rutaretardat,,,05:0505:23,3,5J744
CYZ,Cebu Pacific Air,Dumaguete (DGT),en ruta,,,05:10,3,5J625
CYZ,AirSWIFT,El Nido (ENI),en ruta,,,05:15,2,T6112
CYZ,Vietnam Airlines,Hanoi (HAN),en ruta,,,05:20,1,VN646
CYZ,Cebu Pacific Air,Tacloban (TAC),en ruta,,,05:20,3,5J2901
CYZ,Philippine AirlinesChina Airlines,Cebu (CEB),en ruta,,,05:25,2,PR 1845CI 8921
CYZ,Cebu Pacific Air,Pagadian (PAG),en ruta,,,05:25,3,5J771
CYZ,Cebu Pacific Air,Tagbilaran (TAG),en ruta,,,05:25,3,5J619
CYZ,Wamos AirAir France,Abu Dhabi (AUH),previstretardat,,,05:3005:49,3,EB 447AF 4326
CYZ,Cebu Pacific Air,Puerto Princesa (PPS),en ruta,,,05:30,3,5J633
CYZ,Cebu Pacific Air,Hong Kong (HKG),en ruta,,,05:35,3,5J272
CYZ,Philippine AirlinesSingapore Airlines,Singapore (SIN),en ruta,,,05:35,1,PR 511SQ 5057
CYZ,Cebu Pacific Air,Davao (DVO),en ruta,,,05:40,3,5J961
CYZ,AirAsia,Puerto Princesa (PPS),en ruta,,,05:40,2,AK426
CYZ,AirAsia,Caticlan (MPH),previst,,,05:45,2,AK215
CYZ,EVA Air,Taipei (TPE),previst,,8-15,05:45,1,BR262
CYZ,Cebu Pacific Air,Tòquio (NRT),previst,,,05:50,3,5J5054
CYZ,Cebu Pacific Air,Singapore (SIN),previst,,,05:50,3,5J817
CYZ,Cebu Pacific Air,Cebu (CEB),previst,,,05:55,3,5J561
CYZ,AirAsia,Cebu (CEB),aterrat,,,05:55,2,AK763
CYZ,AirSWIFT,El Nido (ENI),previst,,,05:55,2,T6114
CYZ,Philippine AirlinesMalaysia Airlines,General Santos (GES),previst,,,06:00,2,PR 453MH 5955
CYZ,Cebu Pacific Air,Zamboanga (ZAM),previst,,,06:00,3,5J851
CYZ,Philippine AirlinesMalaysia AirlinesChina Airlines,Davao (DVO),previst,,,06:05,2,PR 2811MH 5561CI 8901
CYZ,Cebu Pacific Air,Iloilo (ILO),previst,,,06:05,3,5J2267
CYZ,Cebu Pacific Air,Puerto Princesa (PPS),previst,,,06:05,3,5J635
CYZ,Cebu Pacific Air,Roxas City (RXS),previst,,,06:10,3,5J373
CYZ,Philippine Airlines,Busuanga (USU),previst,,,06:10,2,PR2961
CYZ,Philippine Airlines,Catarman (CRM),previst,,,06:15,2,PR2079
CYZ,Cebu Pacific Air,Tuguegarao (TUG),previst,,,06:15,3,5J504
CYZ,Philippine AirlinesSingapore Airlines,Basco (BSO),previst,,,06:20,2,PR 2932SQ 5100
CYZ,Cebu Pacific Air,San Jose (SJI),previst,,,06:20,3,5J513
CYZ,Air China LTD,Pequín (PEK),previst,,2,06:25,1,CA180
CYZ,Cebgo,Busuanga (USU),previst,,,06:25,2,DG6055
CYZ,,Cebu (CEB),previst,,,06:30,,
CYZ,RUS Aviation,Cebu (CEB),previst,,,06:30,4,R4853
CYZ,Philippine AirlinesChina Airlines,Taipei (TPE),previstretardat,,,06:3008:35,1,PR 890CI 9806
CYZ,Cebu Pacific Air,Dipolog (DPL),previst,,,06:35,3,5J703
CYZ,Philippine AirlinesANA,Nagoya (NGO),previst,,,06:35,1,PR 438NH 5326
CYZ,AirAsia,Tacloban (TAC),previst,,,06:35,2,AK320
CYZ,Philippine Airlines,Caticlan (MPH),previst,,,06:40,2,PR2035
CYZ,Cebu Pacific Air,Nagoya (NGO),previst,,,06:40,3,5J5038
CYZ,Cebu Pacific Air,Cagayan De Oro (CGY),previst,,,06:45,3,5J395
CYZ,AirAsia,Caticlan (MPH),previst,,,06:45,2,AK211
CYZ,Malaysia AirlinesPhilippine AirlinesFirefly,Kuala Lumpur (KUL),previst,,,06:50,1,MH 805PR 3495FY 7353
CYZ,Cebu Pacific Air,Taipei (TPE),previst,,,06:50,3,5J312
CYZ,Jetstar Asia,Osaka (KIX),previst,,,06:55,3,3K763
CYZ,Philippine Airlines,Pequín (PEK),previst,,,06:55,1,PR358
