"destinacio","iata_code_origen","companyia","estat_vol","hora_sortida","hora_original","hora_estimada","minuts_retard","y_retard","lat_origen","lon_origen","lat_desti","lon_desti","distancia_vol_km","companyia_reduida"
"ATL","BOG","Delta Air LinesLATAM AirlinesWestJetVirgin AtlanticAir FranceKLMWestJetLATAM Airlines","en rutaretardat","14:3114:49",14:31:00,14:49:00,18,TRUE,4.70159,-74.1469,33.6367,-84.428101,3392.52835833936,"Altres"
"ATL","ARI","Delta Air LinesLATAM AirlinesKorean Air","previstretardat","20:4021:07",20:40:00,21:07:00,27,TRUE,-18.348499,-70.338699,33.6367,-84.428101,5977.23026793955,"Altres"
"ATL","GEO","Delta Air LinesKorean AirKLM","en rutaretardat","14:1314:15",14:13:00,14:15:00,2,TRUE,6.49855,-58.254101,33.6367,-84.428101,4049.97066658276,"Altres"
"ATL","MHH","Delta Air LinesAir FranceAeromexicoVirgin AtlanticLATAM AirlinesWestJetKLMAir FranceKorean AirAeromexicoVirgin AtlanticKLMWestJetLATAM Airlines","previst","18:58",18:58:00,18:58:00,0,FALSE,26.510711,-77.084262,33.6367,-84.428101,1062.21268573063,"Altres"
"ATM","STM","AzulGol","aterrat","13:15",13:15:00,13:15:00,0,FALSE,-2.422423,-54.79306,-3.253144,-52.253938,297.064969569192,"Altres"
"ATW","LGG","American Airlines","previstretardat","15:0515:25",15:05:00,15:25:00,20,TRUE,50.638574,5.443897,44.258099,-88.519096,6618.68413993466,"Altres"
"ATW","LGG","United Airlines","previst","15:35",15:35:00,15:35:00,0,FALSE,50.638574,5.443897,44.258099,-88.519096,6618.68413993466,"Altres"
"AUC","LET","SATENA","previst","17:00",17:00:00,17:00:00,0,FALSE,-4.19355,-69.9432,7.06888,-70.7369,1256.82544943066,"Altres"
"AUC","NVA","SATENA","previst","17:00",17:00:00,17:00:00,0,FALSE,2.95015,-75.294,7.06888,-70.7369,682.267558837115,"Altres"
"AUC","MVP","SATENA","previst","17:00",17:00:00,17:00:00,0,FALSE,1.25366,-70.2339,7.06888,-70.7369,649.749667302525,"Altres"
"AUC","EJA","SATENA","previst","17:00",17:00:00,17:00:00,0,FALSE,7.02433,-73.8068,7.06888,-70.7369,339.194076631811,"Altres"
"AUG","BGI","Cape Air","previst","17:40",17:40:00,17:40:00,0,FALSE,13.0746,-59.4925,44.3205986023,-69.7973022461,3614.13325234675,"Altres"
"AUH","LEJ","Etihad AirwaysGulf AirTAP Air PortugalGaruda Indonesia","aterrat","17:45",17:45:00,17:45:00,0,FALSE,51.420657,12.232705,24.443764,54.651718,4680.77426321254,"Altres"
"AUH","TBS","Etihad AirwaysSWISS","previstretardat","22:3522:44",22:35:00,22:44:00,9,TRUE,41.669201,44.9547,24.443764,54.651718,2116.79074947993,"Altres"
"AUH","HDY","Etihad AirwaysBangkok Airways","en rutaretardat","00:5501:00",00:55:00,01:00:00,5,TRUE,6.93320989609,100.392997742,24.443764,54.651718,5243.76482331628,"Altres"
"AUH","OUL","Etihad AirwaysSASLufthansa","previstretardat","22:3022:34",22:30:00,22:34:00,4,TRUE,64.930099,25.354601,24.443764,54.651718,4972.1507942402,"Altres"
"AUH","BXU","Wamos AirAir France","en ruta","05:30",05:30:00,05:30:00,0,FALSE,8.9515,125.4788,24.443764,54.651718,7671.74840332317,"Altres"
"AUH","USU","Wamos AirAir France","previstretardat","05:3005:49",05:30:00,05:49:00,19,TRUE,12.121865,120.100801,24.443764,54.651718,6993.57405626109,"Altres"
"AUH","NRT","Air Arabia","aterrat","21:30",21:30:00,21:30:00,0,FALSE,35.764702,140.386002,24.443764,54.651718,8096.80564313311,"Altres"
"AUH","FRA","Etihad AirwaysSWISS","previst","22:35",22:35:00,22:35:00,0,FALSE,50.030241,8.561096,24.443764,54.651718,4867.09705784194,"Altres"
"AUH","BGI","Etihad Airways","previst","16:30",16:30:00,16:30:00,0,FALSE,13.0746,-59.4925,24.443764,54.651718,11756.5929545594,"Altres"
"AUH","TAG","Wamos AirAir France","previstretardat","05:3005:49",05:30:00,05:49:00,19,TRUE,9.573045,123.770143,24.443764,54.651718,7471.86701295669,"Altres"
"AUH","ACC","Etihad AirwaysSA AVIANCAAir New ZealandSASAir CanadaTAP Air PortugalGaruda Indonesia","en rutaretardat","21:4521:53",21:45:00,21:53:00,8,TRUE,5.60518980026245,-0.166786000132561,24.443764,54.651718,6208.92111371902,"Altres"
"AUH","SHJ","Etihad Airways","previstretardat","04:0504:18",04:05:00,04:18:00,13,TRUE,25.3286,55.5172,24.443764,54.651718,131.683146373313,"Altres"
"AUH","TLV","Etihad Airways","en rutaretardat","21:2021:29",21:20:00,21:29:00,9,TRUE,32.011398,34.8867,24.443764,54.651718,2109.2922953901,"Altres"
"AUH","CNX","Etihad AirwaysAir EuropaBangkok AirwaysEgyptAir","previstretardat","09:1009:32",09:10:00,09:32:00,22,TRUE,18.7667999268,98.962600708,24.443764,54.651718,4610.49796287606,"Altres"
"AUH","OZC","Wamos AirAir France","previstretardat","05:3005:49",05:30:00,05:49:00,19,TRUE,8.17851,123.842003,24.443764,54.651718,7539.47961468649,"Altres"
"AUH","DPL","Wamos AirAir France","previstretardat","05:3005:49",05:30:00,05:49:00,19,TRUE,8.601983,123.341875,24.443764,54.651718,7470.33859119806,"Altres"
"AUH","DXB","Etihad AirwaysGulf AirTAP Air PortugalGaruda Indonesia","aterrat","17:45",17:45:00,17:45:00,0,FALSE,25.2527999878,55.3643989563,24.443764,54.651718,115.297782676282,"Altres"
"AUH","UTH","Etihad Airways","previst","08:35",08:35:00,08:35:00,0,FALSE,17.3864002228,102.788002014,24.443764,54.651718,5042.4070279241,"Altres"
"AUH","RXS","Wamos AirAir France","previstretardat","05:3005:49",05:30:00,05:49:00,19,TRUE,11.5977001190186,122.751998901367,24.443764,54.651718,7283.60259577494,"Altres"
"AUH","SVO","Wizz Air","aterrat","16:55",16:55:00,16:55:00,0,FALSE,55.972599,37.4146,24.443764,54.651718,3779.6219223827,"Altres"
"AUH","DWC","Etihad AirwaysflynasSaudiaAsiana Airlines","previstretardat","04:2004:42",04:20:00,04:42:00,22,TRUE,24.896356,55.161389,24.443764,54.651718,72.0871502966151,"Altres"
"AUH","PPS","Wamos AirAir France","en ruta","05:30",05:30:00,05:30:00,0,FALSE,9.74212,118.759003,24.443764,54.651718,6956.85401804361,"Altres"
"AUH","REG","Wamos Air","previstretardat","22:5023:11",22:50:00,23:11:00,21,TRUE,38.071201,15.6516,24.443764,54.651718,3973.57875304534,"Altres"
"AUH","NRT","Etihad AirwaysSAS","aterrat","21:45",21:45:00,21:45:00,0,FALSE,35.764702,140.386002,24.443764,54.651718,8096.80564313311,"Altres"
"AUH","ILO","Wamos AirAir France","previstretardat","05:3005:49",05:30:00,05:49:00,19,TRUE,10.833017,122.493358,24.443764,54.651718,7289.17098815537,"Altres"
"AUH","RKT","Etihad Airways","aterrat","21:40",21:40:00,21:40:00,0,FALSE,25.6135005950928,55.9388008117676,24.443764,54.651718,183.871603695521,"Altres"
"AUH","DOH","Air ArabiaEtihad Airways","aterrat","19:10",19:10:00,19:10:00,0,FALSE,25.273056,51.608056,24.443764,54.651718,320.978362435956,"Altres"
"AUH","HDY","Etihad AirwaysAir EuropaBangkok AirwaysEgyptAir","previstretardat","09:1009:32",09:10:00,09:32:00,22,TRUE,6.93320989609,100.392997742,24.443764,54.651718,5243.76482331628,"Altres"
"AUH","TUG","Wamos AirAir France","previstretardat","05:3005:49",05:30:00,05:49:00,19,TRUE,17.6433676823,121.733150482,24.443764,54.651718,6946.58938549326,"Altres"
"AUH","SHJ","SriLankan Airlines","aterrat","18:50",18:50:00,18:50:00,0,FALSE,25.3286,55.5172,24.443764,54.651718,131.683146373313,"Altres"
"AUH","DOH","Etihad AirwaysGulf AirTAP Air PortugalGaruda Indonesia","aterrat","17:45",17:45:00,17:45:00,0,FALSE,25.273056,51.608056,24.443764,54.651718,320.978362435956,"Altres"
"AUH","SHJ","Air Arabia","en rutaretardat","21:3021:42",21:30:00,21:42:00,12,TRUE,25.3286,55.5172,24.443764,54.651718,131.683146373313,"Altres"
"AUH","DVO","Wamos AirAir France","previstretardat","05:3005:49",05:30:00,05:49:00,19,TRUE,7.12552,125.646004,24.443764,54.651718,7768.64686809891,"Altres"
"AUH","ENI","Wamos AirAir France","en ruta","05:30",05:30:00,05:30:00,0,FALSE,11.202399,119.416087,24.443764,54.651718,6961.95781356909,"Altres"
"AUH","DOH","Gulf AirEtihad AirwaysThai Airways International","aterrat","21:00",21:00:00,21:00:00,0,FALSE,25.273056,51.608056,24.443764,54.651718,320.978362435956,"Altres"
"AUH","UBP","Etihad Airways","previst","08:35",08:35:00,08:35:00,0,FALSE,15.2512998581,104.870002747,24.443764,54.651718,5328.57934543078,"Altres"
"AUH","CNX","Etihad AirwaysBangkok Airways","en rutaretardat","00:5501:00",00:55:00,01:00:00,5,TRUE,18.7667999268,98.962600708,24.443764,54.651718,4610.49796287606,"Altres"
"AUH","MPH","Wamos AirAir France","previstretardat","05:3005:49",05:30:00,05:49:00,19,TRUE,11.9245,121.954002,24.443764,54.651718,7189.34801088558,"Altres"
"AUH","KSQ","Air Arabia Abu DhabiEtihad Airways","previst","07:00",07:00:00,07:00:00,0,FALSE,38.802246,65.773068,24.443764,54.651718,1911.20518211618,"Altres"
"AUH","LAO","Wamos AirAir France","previstretardat","05:3005:49",05:30:00,05:49:00,19,TRUE,18.176121,120.531034,24.443764,54.651718,6806.97231233457,"Altres"
"AUH","DXB","Gulf AirEtihad AirwaysThai Airways International","aterrat","21:00",21:00:00,21:00:00,0,FALSE,25.2527999878,55.3643989563,24.443764,54.651718,115.297782676282,"Altres"
"AUH","SOF","Etihad Airways","en rutaretardat","21:2021:29",21:20:00,21:29:00,9,TRUE,42.696357,23.417671,24.443764,54.651718,3505.76343402112,"Altres"
"AUH","RKT","Air India ExpressAir India","aterrat","20:15",20:15:00,20:15:00,0,FALSE,25.6135005950928,55.9388008117676,24.443764,54.651718,183.871603695521,"Altres"
"AUH","BEY","Air ArabiaEtihad Airways","aterrat","19:10",19:10:00,19:10:00,0,FALSE,33.8208999633789,35.4883995056152,24.443764,54.651718,2130.51836663174,"Altres"
"AUH","RKT","Air Arabia Abu DhabiEtihad Airways","previst","05:00",05:00:00,05:00:00,0,FALSE,25.6135005950928,55.9388008117676,24.443764,54.651718,183.871603695521,"Altres"
"AUH","CAG","Wamos Air","previstretardat","22:5023:11",22:50:00,23:11:00,21,TRUE,39.251499,9.05428,24.443764,54.651718,4560.45832484056,"Altres"
"AUH","RKT","Etihad Airways","previstretardat","04:2005:05",04:20:00,05:05:00,45,TRUE,25.6135005950928,55.9388008117676,24.443764,54.651718,183.871603695521,"Altres"
"AUH","CPH","Wizz Air","aterrat","16:55",16:55:00,16:55:00,0,FALSE,55.617900848389,12.656000137329,24.443764,54.651718,4859.03601258635,"Altres"
"AUH","CYZ","Wamos AirAir France","previstretardat","05:3005:49",05:30:00,05:49:00,19,TRUE,16.9298992157,121.752998352,24.443764,54.651718,6974.52582731728,"Altres"
"AUH","HAM","Wizz Air","aterrat","16:55",16:55:00,16:55:00,0,FALSE,53.630402,9.98823,24.443764,54.651718,4918.08023955741,"Altres"
"AUH","LCA","Wizz Air","aterrat","16:55",16:55:00,16:55:00,0,FALSE,34.875099,33.624901,24.443764,54.651718,2334.85489991866,"Altres"
"AUH","LEJ","Gulf AirEtihad AirwaysThai Airways International","aterrat","16:20",16:20:00,16:20:00,0,FALSE,51.420657,12.232705,24.443764,54.651718,4680.77426321254,"Altres"
"AUH","ZRH","Wizz Air","aterrat","16:55",16:55:00,16:55:00,0,FALSE,47.458056,8.548056,24.443764,54.651718,4783.87641754572,"Altres"
"AUH","TAC","Wamos AirAir France","previstretardat","05:3005:49",05:30:00,05:49:00,19,TRUE,11.227761,125.027783,24.443764,54.651718,7529.39564377779,"Altres"
"AUH","SHJ","Etihad AirwaysSAS","en rutaretardat","21:4521:59",21:45:00,21:59:00,14,TRUE,25.3286,55.5172,24.443764,54.651718,131.683146373313,"Altres"
"AUH","FMO","Etihad AirwaysSASLufthansa","previst","22:30",22:30:00,22:30:00,0,FALSE,52.134602,7.68483,24.443764,54.651718,5001.24804994849,"Altres"
"AUH","DGT","Wamos AirAir France","previstretardat","05:3005:49",05:30:00,05:49:00,19,TRUE,9.334183,123.30191,24.443764,54.651718,7434.65416198531,"Altres"
"AUH","DXB","Air ArabiaEtihad Airways","aterrat","19:10",19:10:00,19:10:00,0,FALSE,25.2527999878,55.3643989563,24.443764,54.651718,115.297782676282,"Altres"
"AUH","IAO","Wamos AirAir France","en ruta","05:30",05:30:00,05:30:00,0,FALSE,9.8591,126.014,24.443764,54.651718,7687.00878025659,"Altres"
"AUH","RKT","IndiGo","en rutaretardat","22:4522:49",22:45:00,22:49:00,4,TRUE,25.6135005950928,55.9388008117676,24.443764,54.651718,183.871603695521,"Altres"
"AUH","URT","Etihad Airways","previst","08:35",08:35:00,08:35:00,0,FALSE,9.13259983063,99.135597229,24.443764,54.651718,5010.83827294088,"Altres"
"AUH","USM","Etihad AirwaysBangkok Airways","en rutaretardat","00:5501:00",00:55:00,01:00:00,5,TRUE,9.54779,100.061996,24.443764,54.651718,5083.11100665008,"Altres"
"AUH","KLO","Wamos AirAir France","en ruta","05:30",05:30:00,05:30:00,0,FALSE,11.679400444,122.375999451,24.443764,54.651718,7242.15328644339,"Altres"
"AUH","CEI","Etihad Airways","previst","08:35",08:35:00,08:35:00,0,FALSE,19.952299,99.882896,24.443764,54.651718,4668.72490477252,"Altres"
"AUH","BAH","Air ArabiaEtihad Airways","aterrat","19:10",19:10:00,19:10:00,0,FALSE,26.267295,50.63764,24.443764,54.651718,451.913303706077,"Altres"
"AUH","RKT","Air Arabia Abu DhabiEtihad Airways","en ruta","21:50",21:50:00,21:50:00,0,FALSE,25.6135005950928,55.9388008117676,24.443764,54.651718,183.871603695521,"Altres"
"AUH","MFM","Wamos AirAir France","previstretardat","05:3005:49",05:30:00,05:49:00,19,TRUE,22.149599,113.592003,24.443764,54.651718,5985.56408411118,"Altres"
"AUH","BAH","Gulf AirEtihad AirwaysThai Airways International","aterrat","21:00",21:00:00,21:00:00,0,FALSE,26.267295,50.63764,24.443764,54.651718,451.913303706077,"Altres"
"AUH","DXB","Gulf AirEtihad AirwaysThai Airways International","aterrat","16:20",16:20:00,16:20:00,0,FALSE,25.2527999878,55.3643989563,24.443764,54.651718,115.297782676282,"Altres"
"AUH","LEJ","Air ArabiaEtihad Airways","aterrat","19:10",19:10:00,19:10:00,0,FALSE,51.420657,12.232705,24.443764,54.651718,4680.77426321254,"Altres"
"AUH","BAH","Etihad AirwaysGulf AirTAP Air PortugalGaruda Indonesia","aterrat","17:45",17:45:00,17:45:00,0,FALSE,26.267295,50.63764,24.443764,54.651718,451.913303706077,"Altres"
"AUH","BEY","Gulf AirEtihad AirwaysThai Airways International","aterrat","21:00",21:00:00,21:00:00,0,FALSE,33.8208999633789,35.4883995056152,24.443764,54.651718,2130.51836663174,"Altres"
"AUH","BER","Etihad AirwaysSWISS","previst","22:35",22:35:00,22:35:00,0,FALSE,52.362247,13.500672,24.443764,54.651718,4645.38925086809,"Altres"
"AUH","HLA","Etihad AirwaysSA AVIANCAAir Europa","en rutaretardat","21:4521:57",21:45:00,21:57:00,12,TRUE,-25.938499,27.9261,24.443764,54.651718,6302.78767690647,"Altres"
"AUH","GUM","Wamos AirAir France","previstretardat","05:3005:49",05:30:00,05:49:00,19,TRUE,13.4834,144.796005,24.443764,54.651718,9416.69736491318,"Altres"
"AUH","ZAM","Wamos AirAir France","previstretardat","05:3005:49",05:30:00,05:49:00,19,TRUE,6.92242,122.059998,24.443764,54.651718,7414.54050284104,"Altres"
"AUH","DRS","Etihad AirwaysSWISS","previst","22:35",22:35:00,22:35:00,0,FALSE,51.134123,13.767831,24.443764,54.651718,4570.1956701525,"Altres"
"AUH","LEJ","Gulf AirEtihad AirwaysThai Airways International","aterrat","21:00",21:00:00,21:00:00,0,FALSE,51.420657,12.232705,24.443764,54.651718,4680.77426321254,"Altres"
"AUH","NRT","Etihad Airways","previstretardat","04:0504:29",04:05:00,04:29:00,24,TRUE,35.764702,140.386002,24.443764,54.651718,8096.80564313311,"Altres"
"AUH","KKC","Etihad Airways","previst","08:35",08:35:00,08:35:00,0,FALSE,16.4666004181,102.783996582,24.443764,54.651718,5073.47174721511,"Altres"
"AUH","BCD","Wamos AirAir France","previstretardat","05:3005:49",05:30:00,05:49:00,19,TRUE,10.7764,123.014999,24.443764,54.651718,7344.393530773,"Altres"
"AUH","HKT","Etihad Airways","en ruta","00:10",00:10:00,00:10:00,0,FALSE,8.1132,98.316902,24.443764,54.651718,4980.00015275916,"Altres"
"AUH","CGY","Wamos AirAir France","en ruta","05:30",05:30:00,05:30:00,0,FALSE,8.612203,124.456496,24.443764,54.651718,7582.84678080689,"Altres"
"AUH","GES","Wamos AirAir France","previstretardat","05:3005:49",05:30:00,05:49:00,19,TRUE,6.05800008774,125.096000671,24.443764,54.651718,7760.63800827557,"Altres"
"AUH","BEY","Etihad AirwaysGulf AirTAP Air PortugalGaruda Indonesia","aterrat","17:45",17:45:00,17:45:00,0,FALSE,33.8208999633789,35.4883995056152,24.443764,54.651718,2130.51836663174,"Altres"
"AUH","USM","Etihad AirwaysAir EuropaBangkok AirwaysEgyptAir","previstretardat","09:1009:32",09:10:00,09:32:00,22,TRUE,9.54779,100.061996,24.443764,54.651718,5083.11100665008,"Altres"
"AUQ","NHV","Air Moana","aterrat","07:00",07:00:00,07:00:00,0,FALSE,-8.7956,-140.229004,-9.76879024506,-139.011001587,172.16751542524,"Altres"
"AUQ","MOZ","Air Moana","aterrat","07:00",07:00:00,07:00:00,0,FALSE,-17.48979,-149.761777,-9.76879024506,-139.011001587,1445.28109624826,"Altres"
"AUS","ANU","Southwest Airlines","previstretardat","16:4517:27",16:45:00,17:27:00,42,TRUE,17.1367,-61.792702,30.197535,-97.662015,3914.53186090651,"Altres"
"AUS","STX","Southwest Airlines","en rutaretardat","16:4517:31",16:45:00,17:31:00,46,TRUE,17.701413,-64.802608,30.197535,-97.662015,3603.81806855563,"Altres"
"AUS","AXA","Southwest Airlines","previstretardat","16:4517:27",16:45:00,17:27:00,42,TRUE,18.204773,-63.05383,30.197535,-97.662015,3740.62553972263,"Altres"
"AUS","STT","Southwest Airlines","en rutaretardat","16:4517:31",16:45:00,17:31:00,46,TRUE,18.337091,-64.977251,30.197535,-97.662015,3553.85181418263,"Altres"
"AUS","FPO","Southwest Airlines","en rutaretardat","16:1016:38",16:10:00,16:38:00,28,TRUE,26.5587005615,-78.695602417,30.197535,-97.662015,1898.8042010976,"Altres"
"AUS","BOG","Southwest Airlines","previstretardat","16:4517:27",16:45:00,17:27:00,42,TRUE,4.70159,-74.1469,30.197535,-97.662015,3761.48454705673,"Altres"
"AUS","DOM","","aterrat","09:00",09:00:00,09:00:00,0,FALSE,15.547,-61.299999,30.197535,-97.662015,4047.07726929232,"Altres"
"AUS","MDE","Southwest Airlines","previstretardat","16:4517:27",16:45:00,17:27:00,42,TRUE,6.16454,-75.4231,30.197535,-97.662015,3546.02677316883,"Altres"
"AUS","SXM","Southwest Airlines","previstretardat","16:4517:27",16:45:00,17:27:00,42,TRUE,18.041,-63.108898,30.197535,-97.662015,3743.91590757888,"Altres"
"AVL","FPO","Allegiant Air","en rutaretardat","16:3417:02",16:34:00,17:02:00,28,TRUE,26.5587005615,-78.695602417,35.436199,-82.541801,1053.91547614379,"Altres"
"AXA","SKB","","aterrat","16:30",16:30:00,16:30:00,0,FALSE,17.3111991882324,-62.7187004089355,18.204773,-63.05383,105.626633536689,"Altres"
"AXA","NEV","Cape AirJetBlue AirwaysUnited Airlines","aterrat","16:40",16:40:00,16:40:00,0,FALSE,17.2056999206543,-62.589900970459,18.204773,-63.05383,121.611852359811,"Altres"
"AXA","SKB","Anguilla Air Services","aterrat","16:30",16:30:00,16:30:00,0,FALSE,17.3111991882324,-62.7187004089355,18.204773,-63.05383,105.626633536689,"Altres"
"AXA","DOM","","en ruta","16:30",16:30:00,16:30:00,0,FALSE,15.547,-61.299999,18.204773,-63.05383,349.901042814005,"Altres"
"AXA","DOM","Anguilla Air Services","aterrat","16:30",16:30:00,16:30:00,0,FALSE,15.547,-61.299999,18.204773,-63.05383,349.901042814005,"Altres"
"AXD","LXS","Sky Express","previstretardat","06:4006:55",06:40:00,06:55:00,15,TRUE,39.917098999,25.2362995148,40.8559,25.956301,121.030825106597,"Altres"
"AXD","KVA","Sky Express","previstretardat","06:4006:55",06:40:00,06:55:00,15,TRUE,40.9133,24.6192,40.8559,25.956301,112.711660663625,"Altres"
"AXJ","ASJ","ANA","previst","08:50",08:50:00,08:50:00,0,FALSE,28.4305992126465,129.712997436523,32.482498,130.158997,453.079433301743,"Altres"
"AXJ","FSZ","ANA","previst","08:50",08:50:00,08:50:00,0,FALSE,34.796043,138.187752,32.482498,130.158997,787.111503291052,"Altres"
"AXJ","KCZ","ANA","previst","08:50",08:50:00,08:50:00,0,FALSE,33.546101,133.669006,32.482498,130.158997,348.35506620237,"Altres"
"AXJ","KCZ","Amakusa Air","previst","08:50",08:50:00,08:50:00,0,FALSE,33.546101,133.669006,32.482498,130.158997,348.35506620237,"Altres"
"AXJ","IZO","Amakusa Air","previst","08:50",08:50:00,08:50:00,0,FALSE,35.413601,132.889999,32.482498,130.158997,412.345960612458,"Altres"
"AXJ","KMI","Amakusa Air","previst","08:50",08:50:00,08:50:00,0,FALSE,31.877199173,131.449005127,32.482498,130.158997,138.969257994934,"Altres"
"AXJ","MYJ","ANA","previst","08:50",08:50:00,08:50:00,0,FALSE,33.8272018432617,132.699996948242,32.482498,130.158997,280.140469416931,"Altres"
"AXJ","KMQ","Amakusa Air","previst","08:50",08:50:00,08:50:00,0,FALSE,36.3946,136.406998,32.482498,130.158997,719.919350267854,"Altres"
"AXJ","KMI","ANA","previst","08:50",08:50:00,08:50:00,0,FALSE,31.877199173,131.449005127,32.482498,130.158997,138.969257994934,"Altres"
"AXJ","TKS","ANA","previst","08:50",08:50:00,08:50:00,0,FALSE,34.132801,134.606995,32.482498,130.158997,452.700324979123,"Altres"
"AXJ","FSZ","Amakusa Air","previst","08:50",08:50:00,08:50:00,0,FALSE,34.796043,138.187752,32.482498,130.158997,787.111503291052,"Altres"
"AXJ","MYJ","Amakusa Air","previst","08:50",08:50:00,08:50:00,0,FALSE,33.8272018432617,132.699996948242,32.482498,130.158997,280.140469416931,"Altres"
"AXJ","KMQ","ANA","previst","08:50",08:50:00,08:50:00,0,FALSE,36.3946,136.406998,32.482498,130.158997,719.919350267854,"Altres"
"AXJ","KIJ","Amakusa Air","previst","08:50",08:50:00,08:50:00,0,FALSE,37.9558982849,139.121002197,32.482498,130.158997,1016.75995719035,"Altres"
"AXJ","IZO","ANA","previst","08:50",08:50:00,08:50:00,0,FALSE,35.413601,132.889999,32.482498,130.158997,412.345960612458,"Altres"
"AXJ","TKS","Amakusa Air","previst","08:50",08:50:00,08:50:00,0,FALSE,34.132801,134.606995,32.482498,130.158997,452.700324979123,"Altres"
"AXJ","KIJ","ANA","previst","08:50",08:50:00,08:50:00,0,FALSE,37.9558982849,139.121002197,32.482498,130.158997,1016.75995719035,"Altres"
"AXJ","SDJ","Amakusa Air","previst","08:50",08:50:00,08:50:00,0,FALSE,38.139702,140.917007,32.482498,130.158997,1161.3493928066,"Altres"
"AXJ","ASJ","Amakusa Air","previst","08:50",08:50:00,08:50:00,0,FALSE,28.4305992126465,129.712997436523,32.482498,130.158997,453.079433301743,"Altres"
"AXJ","SDJ","ANA","previst","08:50",08:50:00,08:50:00,0,FALSE,38.139702,140.917007,32.482498,130.158997,1161.3493928066,"Altres"
"AXM","EJA","SA AVIANCA","previst","17:13",17:13:00,17:13:00,0,FALSE,7.02433,-73.8068,4.45278,-75.7664,359.23350242519,"Altres"
"AXM","EJA","Copa Airlines Colombia","previst","16:58",16:58:00,16:58:00,0,FALSE,7.02433,-73.8068,4.45278,-75.7664,359.23350242519,"Altres"
"AXM","LET","Copa Airlines Colombia","previst","16:58",16:58:00,16:58:00,0,FALSE,-4.19355,-69.9432,4.45278,-75.7664,1160.09714959869,"Altres"
"AXM","MVP","Copa Airlines Colombia","previst","16:58",16:58:00,16:58:00,0,FALSE,1.25366,-70.2339,4.45278,-75.7664,710.694799361218,"Altres"
"AXM","MVP","SA AVIANCA","previst","17:13",17:13:00,17:13:00,0,FALSE,1.25366,-70.2339,4.45278,-75.7664,710.694799361218,"Altres"
"AXM","NVA","Copa Airlines Colombia","previst","16:58",16:58:00,16:58:00,0,FALSE,2.95015,-75.294,4.45278,-75.7664,175.310198657078,"Altres"
"AXM","LET","SA AVIANCA","previst","17:13",17:13:00,17:13:00,0,FALSE,-4.19355,-69.9432,4.45278,-75.7664,1160.09714959869,"Altres"
"AXM","NVA","SA AVIANCA","previst","17:13",17:13:00,17:13:00,0,FALSE,2.95015,-75.294,4.45278,-75.7664,175.310198657078,"Altres"
"AXT","RIS","Japan Airlines","previst","10:45",10:45:00,10:45:00,0,FALSE,45.2420005798,141.186004639,39.615601,140.218994,631.333578577004,"Altres"
"AXT","CTS","Tigerair Taiwan","previst","08:00",08:00:00,08:00:00,0,FALSE,42.7752,141.692001,39.615601,140.218994,372.721502277842,"Altres"
"AXT","NGO","Tigerair Taiwan","previst","08:00",08:00:00,08:00:00,0,FALSE,34.858398,136.804993,39.615601,140.218994,609.785072149989,"Altres"
"AXT","FUK","Tigerair Taiwan","previst","08:00",08:00:00,08:00:00,0,FALSE,33.5858993530273,130.45100402832,39.615601,140.218994,1100.02514344482,"Altres"
"AXT","HKD","Tigerair Taiwan","previst","08:00",08:00:00,08:00:00,0,FALSE,41.77,140.822006,39.615601,140.218994,245.165835827624,"Altres"
"AXT","OKA","Tigerair Taiwan","previst","08:00",08:00:00,08:00:00,0,FALSE,26.195801,127.646004,39.615601,140.218994,1896.45858061416,"Altres"
"AXT","KIX","Tigerair Taiwan","previst","08:00",08:00:00,08:00:00,0,FALSE,34.427299,135.244003,39.615601,140.218994,727.105793138,"Altres"
"AXT","HSG","Tigerair Taiwan","previst","08:00",08:00:00,08:00:00,0,FALSE,33.1497001648,130.302001953,39.615601,140.218994,1142.40357667396,"Altres"
"AXT","KMJ","Tigerair Taiwan","previst","08:00",08:00:00,08:00:00,0,FALSE,32.8372993469238,130.854995727539,39.615601,140.218994,1128.60222878586,"Altres"
"AXT","HIJ","Tigerair Taiwan","previst","08:00",08:00:00,08:00:00,0,FALSE,34.4361,132.919006,39.615601,140.218994,867.392724142337,"Altres"
"AYP","TYL","LATAM Airlines","aterrat","15:20",15:20:00,15:20:00,0,FALSE,-4.57664,-81.254097,-13.1548,-74.204399,1229.58325442428,"LATAM Airlines"
"AYP","TYL","Sky Airline","aterrat","14:40",14:40:00,14:40:00,0,FALSE,-4.57664,-81.254097,-13.1548,-74.204399,1229.58325442428,"Altres"
"AYT","TOF","Azur Air","previstretardat","04:5004:55",04:50:00,04:55:00,5,TRUE,56.380298614502,85.208297729492,36.898701,30.800501,4535.20351258835,"Altres"
"AYT","REN","Pegasus","previst","05:15",05:15:00,05:15:00,0,FALSE,51.7957992553711,55.4566993713379,36.898701,30.800501,2547.39685331763,"Altres"
"AYT","PEE","Turkish Airlines","previstretardat","01:4512:30",01:45:00,12:30:00,645,TRUE,57.914501,56.021198,36.898701,30.800501,2977.66844894568,"Altres"
"AYT","LED","Southwind Airlines","previst","02:35",02:35:00,02:35:00,0,FALSE,59.800301,30.262501,36.898701,30.800501,2549.68508493671,"Altres"
"AYT","CEK","Azur Air","previst","02:35",02:35:00,02:35:00,0,FALSE,55.305801,61.5033,36.898701,30.800501,3088.50328351615,"Altres"
