"destinacio","iata_code_origen","companyia","estat_vol","hora_sortida","hora_original","hora_estimada","minuts_retard","y_retard","lat_origen","lon_origen","lat_desti","lon_desti","distancia_vol_km","companyia_reduida"
"AAE","RBA","Air Algerie","aterrat","18:20",18:20:00,18:20:00,0,FALSE,34.051498,-6.75152,36.826781,7.81334,1355.1276949031,"Altres"
"AAL","AAR","SASKLMAir France","aterrat","23:05",23:05:00,23:05:00,0,FALSE,56.303331,10.618286,57.094763,9.84993,99.8345591894521,"Altres"
"AAL","BLL","SASKLMAir France","aterrat","23:05",23:05:00,23:05:00,0,FALSE,55.740335,9.157019,57.094763,9.84993,156.692603484374,"Altres"
"AAL","GOT","SASKLMAir France","aterrat","23:05",23:05:00,23:05:00,0,FALSE,57.6628,12.2798,57.094763,9.84993,158.92615421496,"Altres"
"AAL","RNN","SASKLMAir France","aterrat","23:05",23:05:00,23:05:00,0,FALSE,55.063301,14.7596,57.094763,9.84993,379.538606129575,"Altres"
"AAL","KUN","SASKLMAir France","en rutaretardat","23:0523:17",23:05:00,23:17:00,12,TRUE,54.9639015197754,24.0848007202148,57.094763,9.84993,914.768001216696,"Altres"
"AAR","KUN","SASAir FranceKLM","en rutaretardat","23:0523:12",23:05:00,23:12:00,7,TRUE,54.9639015197754,24.0848007202148,56.303331,10.618286,857.794648872605,"Altres"
"AAR","GOT","SASAir FranceKLM","aterrat","23:05",23:05:00,23:05:00,0,FALSE,57.6628,12.2798,56.303331,10.618286,181.810302762717,"Altres"
"AAR","BLL","SASAir FranceKLM","aterrat","23:05",23:05:00,23:05:00,0,FALSE,55.740335,9.157019,56.303331,10.618286,110.416712537347,"Altres"
"AAR","AAL","SASAir FranceKLM","aterrat","23:05",23:05:00,23:05:00,0,FALSE,57.094763,9.84993,56.303331,10.618286,99.8345591894521,"Altres"
"AAR","RNN","SASAir FranceKLM","aterrat","23:05",23:05:00,23:05:00,0,FALSE,55.063301,14.7596,56.303331,10.618286,294.217596919932,"Altres"
"ABA","MDL","S7 Airlines","previst","06:25",06:25:00,06:25:00,0,FALSE,21.7021999359131,95.977897644043,53.740002,91.385002,3587.5925921172,"Altres"
"ABA","HKT","Aeroflot","en ruta","00:15",00:15:00,00:15:00,0,FALSE,8.1132,98.316902,53.740002,91.385002,5117.23215463832,"Aeroflot"
"ABA","KSQ","S7 Airlines","en rutaretardat","21:5522:02",21:55:00,22:02:00,7,TRUE,38.802246,65.773068,53.740002,91.385002,2553.61097539919,"Altres"
"ABJ","CUF","Royal Air MarocQatar AirwaysAlitaliaIberiaAmerican Airlines","aterrat","14:05",14:05:00,14:05:00,0,FALSE,44.547001,7.62322,5.26139,-3.92629,4516.0562287055,"Altres"
"ABJ","FNA","South African Airways","aterrat","16:00",16:00:00,16:00:00,0,FALSE,8.61644,-13.1955,5.26139,-3.92629,1090.09367751795,"Altres"
"ABJ","FNA","ASKYEthiopian AirlinesKenya AirwaysEthiopian Airlines","aterrat","15:40",15:40:00,15:40:00,0,FALSE,8.61644,-13.1955,5.26139,-3.92629,1090.09367751795,"Altres"
"ABJ","TML","South African Airways","aterrat","16:00",16:00:00,16:00:00,0,FALSE,9.55718994140625,-0.863214015960693,5.26139,-3.92629,585.626496071066,"Altres"
"ABJ","GVA","Tunisair","aterrat","15:50",15:50:00,15:50:00,0,FALSE,46.238098,6.10895,5.26139,-3.92629,4663.07035883648,"Altres"
"ABJ","TKD","South African Airways","aterrat","16:00",16:00:00,16:00:00,0,FALSE,4.8960599899292,-1.77476000785828,5.26139,-3.92629,242.007933245268,"Altres"
"ABJ","LFW","South African Airways","aterrat","16:00",16:00:00,16:00:00,0,FALSE,6.16561,1.25451,5.26139,-3.92629,582.611966499791,"Altres"
"ABJ","EUN","Royal Air MarocQatar AirwaysAlitaliaIberiaAmerican AirlinesBritish Airways","previst","01:20",01:20:00,01:20:00,0,FALSE,27.142467,-13.224947,5.26139,-3.92629,2627.89614875133,"Altres"
"ABJ","TKD","ASKYEthiopian AirlinesKenya AirwaysEthiopian Airlines","aterrat","15:40",15:40:00,15:40:00,0,FALSE,4.8960599899292,-1.77476000785828,5.26139,-3.92629,242.007933245268,"Altres"
"ABJ","TML","ASKYEthiopian AirlinesKenya AirwaysEthiopian Airlines","aterrat","15:40",15:40:00,15:40:00,0,FALSE,9.55718994140625,-0.863214015960693,5.26139,-3.92629,585.626496071066,"Altres"
"ABJ","BSL","Tunisair","aterrat","15:50",15:50:00,15:50:00,0,FALSE,47.60068,7.521117,5.26139,-3.92629,4838.33780165751,"Altres"
"ABJ","NIM","Tunisair","aterrat","15:50",15:50:00,15:50:00,0,FALSE,13.4815,2.18361,5.26139,-3.92629,1134.38260060403,"Altres"
"ABJ","KMS","South African Airways","aterrat","16:00",16:00:00,16:00:00,0,FALSE,6.71456003189087,-1.59081995487213,5.26139,-3.92629,304.992211002486,"Altres"
"ABJ","CMN","Tunisair","aterrat","15:50",15:50:00,15:50:00,0,FALSE,33.3675,-7.58997,5.26139,-3.92629,3151.69104979973,"Altres"
"ABJ","LFW","ASKYEthiopian AirlinesKenya AirwaysEthiopian Airlines","aterrat","15:40",15:40:00,15:40:00,0,FALSE,6.16561,1.25451,5.26139,-3.92629,582.611966499791,"Altres"
"ABJ","LFW","Emirates","aterrat","13:20",13:20:00,13:20:00,0,FALSE,6.16561,1.25451,5.26139,-3.92629,582.611966499791,"Altres"
"ABJ","CUF","Royal Air MarocQatar AirwaysAlitaliaIberiaAmerican AirlinesBritish Airways","previst","01:20",01:20:00,01:20:00,0,FALSE,44.547001,7.62322,5.26139,-3.92629,4516.0562287055,"Altres"
"ABJ","KMS","ASKYEthiopian AirlinesKenya AirwaysEthiopian Airlines","aterrat","15:40",15:40:00,15:40:00,0,FALSE,6.71456003189087,-1.59081995487213,5.26139,-3.92629,304.992211002486,"Altres"
"ABV","CUF","Royal Air Maroc","previst","01:01",01:01:00,01:01:00,0,FALSE,44.547001,7.62322,9.00679,7.26317,3956.47068702322,"Altres"
"ABV","EUN","Royal Air Maroc","previst","01:01",01:01:00,01:01:00,0,FALSE,27.142467,-13.224947,9.00679,7.26317,2952.9301252677,"Altres"
"ABV","ACC","British AirwaysFinnair","en ruta","22:25",22:25:00,22:25:00,0,FALSE,5.60518980026245,-0.166786000132561,9.00679,7.26317,903.434318528712,"Altres"
"ABY","MHH","MidAmerica Jet","previst","22:25",22:25:00,22:25:00,0,FALSE,26.510711,-77.084262,31.532946,-84.196215,889.432988283389,"Altres"
"ABZ","NYO","Ryanair","previstretardat","05:4505:55",05:45:00,05:55:00,10,TRUE,58.788601,16.912201,57.2019,-2.19778,1137.17664895736,"Ryanair"
"ACC","SOF","Warbelow's Air Ventures","en ruta","18:00",18:00:00,18:00:00,0,FALSE,42.696357,23.417671,5.60518980026245,-0.166786000132561,4737.65449323474,"Altres"
"ACC","EUN","Royal Air MarocKenya AirwaysIberiaAmerican Airlines","previstretardat","01:3501:55",01:35:00,01:55:00,20,TRUE,27.142467,-13.224947,5.60518980026245,-0.166786000132561,2768.31068940835,"Altres"
"ACC","CUF","Royal Air MarocKenya AirwaysIberiaAmerican Airlines","previst","01:35",01:35:00,01:35:00,0,FALSE,44.547001,7.62322,5.60518980026245,-0.166786000132561,4400.98269603569,"Altres"
"ACC","TLV","Warbelow's Air Ventures","en ruta","18:00",18:00:00,18:00:00,0,FALSE,32.011398,34.8867,5.60518980026245,-0.166786000132561,4680.64802602469,"Altres"
"ACE","HLA","Iberia ExpressLATAM AirlinesVuelingQatar Airways","en rutaretardat","21:5022:30",21:50:00,22:30:00,40,TRUE,-25.938499,27.9261,28.945499,-13.6052,7550.53275410473,"Altres"
"ACE","HLA","Ryanair","en rutaretardat","21:2022:04",21:20:00,22:04:00,44,TRUE,-25.938499,27.9261,28.945499,-13.6052,7550.53275410473,"Ryanair"
"ACE","TRN","Ryanair","en rutaretardat","21:1521:36",21:15:00,21:36:00,21,TRUE,45.200802,7.64963,28.945499,-13.6052,2599.63019587124,"Ryanair"
"ACE","HHN","Ryanair","en rutaretardat","21:1521:36",21:15:00,21:36:00,21,TRUE,49.9487,7.26389,28.945499,-13.6052,2925.78159910128,"Ryanair"
"ACE","RBA","Volotea","aterrat","18:40",18:40:00,18:40:00,0,FALSE,34.051498,-6.75152,28.945499,-13.6052,863.441815401764,"Altres"
"ACE","TLL","Ryanair","en rutaretardat","21:1521:36",21:15:00,21:36:00,21,TRUE,59.413246,24.83264,28.945499,-13.6052,4459.01745507257,"Ryanair"
"ACI","JER","Aurigny Air Services","aterrat","18:30",18:30:00,18:30:00,0,FALSE,49.2079010009766,-2.1955099105835,49.706104,-2.21472,55.4771207459314,"Altres"
"ACI","JER","Aurigny Air Services","aterrat","14:30",14:30:00,14:30:00,0,FALSE,49.2079010009766,-2.1955099105835,49.706104,-2.21472,55.4771207459314,"Altres"
"ACI","GCI","Aurigny Air Services","aterrat","18:30",18:30:00,18:30:00,0,FALSE,49.435001,-2.60197,49.706104,-2.21472,41.1378414304384,"Altres"
"ACK","BGI","Cape Air","previst","16:21",16:21:00,16:21:00,0,FALSE,13.0746,-59.4925,41.25310135,-70.06020355,3300.67093300044,"Altres"
"ACK","BGI","","previstretardat","16:2019:16",16:20:00,19:16:00,176,TRUE,13.0746,-59.4925,41.25310135,-70.06020355,3300.67093300044,"Altres"
"ADB","KGS","Jet2","aterrat","15:20",15:20:00,15:20:00,0,FALSE,36.794523,27.09115,38.2924,27.157,166.844156894647,"Altres"
"ADB","ECN","AJet","previst","00:15",00:15:00,00:15:00,0,FALSE,35.152337,33.506584,38.2924,27.157,665.461571259748,"Altres"
"ADB","BOJ","Jet2","aterrat","15:20",15:20:00,15:20:00,0,FALSE,42.569917,27.515173,38.2924,27.157,477.135807864319,"Altres"
"ADB","ECN","AJet","aterrat","19:20",19:20:00,19:20:00,0,FALSE,35.152337,33.506584,38.2924,27.157,665.461571259748,"Altres"
"ADB","ECN","Pegasus","previstretardat","23:1523:25",23:15:00,23:25:00,10,TRUE,35.152337,33.506584,38.2924,27.157,665.461571259748,"Altres"
"ADD","VBY","Ethiopian AirlinesRwandAirRwandAir","en rutaretardat","21:5022:10",21:50:00,22:10:00,20,TRUE,57.662799835205,18.346200942993,8.97789,38.799301,5697.20153843836,"Altres"
"ADD","KVA","Ethiopian AirlinesAegean Airlines","en rutaretardat","00:2000:38",00:20:00,00:38:00,18,TRUE,40.9133,24.6192,8.97789,38.799301,3820.48892952358,"Altres"
"ADD","JIB","Ethiopian Airlines","aterrat","20:15",20:15:00,20:15:00,0,FALSE,11.5473,43.1595,8.97789,38.799301,556.66529396433,"Altres"
"ADD","NDJ","Ethiopian AirlinesASKYEgyptAir","aterrat","14:25",14:25:00,14:25:00,0,FALSE,12.1337,15.034,8.97789,38.799301,2623.39826245244,"Altres"
"ADD","AHU","Ethiopian AirlinesTAP Air Portugal","en rutaretardat","21:2521:41",21:25:00,21:41:00,16,TRUE,35.177101,-3.83952,8.97789,38.799301,5216.03187449779,"Altres"
"ADD","REG","Ethiopian Airlines","previstretardat","23:0023:14",23:00:00,23:14:00,14,TRUE,38.071201,15.6516,8.97789,38.799301,3983.44801048225,"Altres"
"ADD","LLA","Ethiopian AirlinesRwandAirRwandAir","en rutaretardat","21:5022:10",21:50:00,22:10:00,20,TRUE,65.5438,22.122,8.97789,38.799301,6427.47942938657,"Altres"
"ADD","LXS","Ethiopian AirlinesAegean Airlines","en rutaretardat","00:2000:38",00:20:00,00:38:00,18,TRUE,39.917098999,25.2362995148,8.97789,38.799301,3697.87841179556,"Altres"
"ADD","MBI","Ethiopian AirlinesSriLankan AirlinesAir IndiaLufthansa","aterrat","18:45",18:45:00,18:45:00,0,FALSE,-8.919942,33.273981,8.97789,38.799301,2084.41949279379,"Altres"
"ADD","LEJ","Ethiopian AirlinesGulf Air","previst","03:30",03:30:00,03:30:00,0,FALSE,51.420657,12.232705,8.97789,38.799301,5310.77202978491,"Altres"
"ADD","JUB","Ethiopian AirlinesflynasAir India","previst","02:45",02:45:00,02:45:00,0,FALSE,4.87201,31.601101,8.97789,38.799301,917.257149789506,"Altres"
"ADD","CAG","Ethiopian Airlines","previstretardat","23:0023:14",23:00:00,23:14:00,14,TRUE,39.251499,9.05428,8.97789,38.799301,4484.40773461552,"Altres"
"ADD","HGA","Ethiopian AirlinesEgyptAir","aterrat","17:55",17:55:00,17:55:00,0,FALSE,9.513207,44.082389,8.97789,38.799301,583.513687201463,"Altres"
"ADD","DOD","Ethiopian AirlinesSriLankan AirlinesAir India","previst","04:05",04:05:00,04:05:00,0,FALSE,-6.17044,35.752602,8.97789,38.799301,1719.8573228123,"Altres"
"ADD","JIB","Ethiopian Airlines","aterrat","17:55",17:55:00,17:55:00,0,FALSE,11.5473,43.1595,8.97789,38.799301,556.66529396433,"Altres"
"ADD","DAR","Ethiopian AirlinesSingapore AirlinesKuwait AirwaysflynasAir India","aterrat","18:45",18:45:00,18:45:00,0,FALSE,-6.87811,39.202599,8.97789,38.799301,1765.64886442661,"Altres"
"ADD","MFA","Ethiopian AirlinesSriLankan AirlinesAir India","previst","04:05",04:05:00,04:05:00,0,FALSE,-7.917478,39.668502,8.97789,38.799301,1883.25280161011,"Altres"
"ADD","ACC","Ethiopian AirlinesANAAir CanadaUnited AirlinesTAP Air Portugal","en rutaretardat","21:0021:47",21:00:00,21:47:00,47,TRUE,5.60518980026245,-0.166786000132561,8.97789,38.799301,4316.90773246011,"Altres"
"ADD","KSQ","Ethiopian Airlines","en rutaretardat","21:3021:57",21:30:00,21:57:00,27,TRUE,38.802246,65.773068,8.97789,38.799301,4273.42433456143,"Altres"
"ADD","DOH","Ethiopian AirlinesGulf Air","previst","03:30",03:30:00,03:30:00,0,FALSE,25.273056,51.608056,8.97789,38.799301,2265.05473222783,"Altres"
"ADD","DXB","Ethiopian AirlinesGulf Air","previst","03:30",03:30:00,03:30:00,0,FALSE,25.2527999878,55.3643989563,8.97789,38.799301,2521.78018236115,"Altres"
"ADD","JUB","Ethiopian AirlinesSingapore AirlinesKuwait AirwaysflynasAir India","aterrat","18:45",18:45:00,18:45:00,0,FALSE,4.87201,31.601101,8.97789,38.799301,917.257149789506,"Altres"
"ADD","BDS","Ethiopian AirlinesRwandAirRwandAir","en ruta","22:15",22:15:00,22:15:00,0,FALSE,40.6576,17.947001,8.97789,38.799301,4083.91255293165,"Altres"
"ADD","ZNZ","Ethiopian AirlinesAustrianUnited AirlinesAir IndiaLufthansa","aterrat","19:10",19:10:00,19:10:00,0,FALSE,-6.22202,39.224899,8.97789,38.799301,1692.70511405592,"Altres"
"ADD","FBM","Ethiopian Airlines","previst","00:55",00:55:00,00:55:00,0,FALSE,-11.5913000107,27.5308990479,8.97789,38.799301,2607.42760587814,"Altres"
"ADD","JIB","Ethiopian Airlines","aterrat","18:25",18:25:00,18:25:00,0,FALSE,11.5473,43.1595,8.97789,38.799301,556.66529396433,"Altres"
"ADD","MGQ","Ethiopian Airlines","aterrat","18:00",18:00:00,18:00:00,0,FALSE,2.01444005966187,45.3046989440918,8.97789,38.799301,1058.22698754551,"Altres"
"ADD","JMK","Ethiopian AirlinesRwandAirRwandAir","en rutaretardat","22:1522:35",22:15:00,22:35:00,20,TRUE,37.435101,25.348101,8.97789,38.799301,3444.81996706394,"Altres"
"ADD","DAR","Ethiopian AirlinesflynasAir India","previst","02:45",02:45:00,02:45:00,0,FALSE,-6.87811,39.202599,8.97789,38.799301,1765.64886442661,"Altres"
"ADD","MBI","Ethiopian AirlinesSriLankan AirlinesAir India","previst","04:05",04:05:00,04:05:00,0,FALSE,-8.919942,33.273981,8.97789,38.799301,2084.41949279379,"Altres"
"ADD","ARK","Ethiopian AirlinesAustrianUnited AirlinesAir IndiaLufthansa","aterrat","19:10",19:10:00,19:10:00,0,FALSE,-3.36778998374939,36.63330078125,8.97789,38.799301,1395.17513322261,"Altres"
"ADD","FKI","Ethiopian Airlines","previst","00:55",00:55:00,00:55:00,0,FALSE,0.481638997793,25.3379993439,8.97789,38.799301,1766.50463463962,"Altres"
"ADD","JTR","Ethiopian AirlinesRwandAirRwandAir","en rutaretardat","22:1522:35",22:15:00,22:35:00,20,TRUE,36.3992004394531,25.4792995452881,8.97789,38.799301,3336.63729114707,"Altres"
"ADD","BAH","Ethiopian AirlinesGulf Air","previst","03:30",03:30:00,03:30:00,0,FALSE,26.267295,50.63764,8.97789,38.799301,2294.69348496775,"Altres"
"ADD","DOD","Ethiopian AirlinesSriLankan AirlinesAir IndiaLufthansa","aterrat","18:45",18:45:00,18:45:00,0,FALSE,-6.17044,35.752602,8.97789,38.799301,1719.8573228123,"Altres"
"ADD","TGT","Ethiopian AirlinesAustrianUnited AirlinesAir IndiaLufthansa","aterrat","19:10",19:10:00,19:10:00,0,FALSE,-5.09236,39.071201,8.97789,38.799301,1566.583681824,"Altres"
"ADD","MFA","Ethiopian AirlinesSriLankan AirlinesAir IndiaLufthansa","aterrat","18:45",18:45:00,18:45:00,0,FALSE,-7.917478,39.668502,8.97789,38.799301,1883.25280161011,"Altres"
"ADD","DWC","Ethiopian AirlinesflynasSaudia","previst","03:40",03:40:00,03:40:00,0,FALSE,24.896356,55.161389,8.97789,38.799301,2479.77635455206,"Altres"
"ADD","DWC","flynas","previst","00:55",00:55:00,00:55:00,0,FALSE,24.896356,55.161389,8.97789,38.799301,2479.77635455206,"Altres"
"ADD","HAH","Ethiopian Airlines","aterrat","16:30",16:30:00,16:30:00,0,FALSE,-11.5337,43.2719,8.97789,38.799301,2336.39741421718,"Altres"
"ADD","BEY","Ethiopian AirlinesGulf Air","previst","03:30",03:30:00,03:30:00,0,FALSE,33.8208999633789,35.4883995056152,8.97789,38.799301,2786.23246906232,"Altres"
"ADD","AGA","Ethiopian AirlinesRwandAirRwandAir","en rutaretardat","22:1522:35",22:15:00,22:35:00,20,TRUE,30.322478,-9.412003,8.97789,38.799301,5531.14640338227,"Altres"
"ADZ","LET","LATAM AirlinesDelta Air LinesAeromexico","previstretardat","16:4516:55",16:45:00,16:55:00,10,TRUE,-4.19355,-69.9432,12.5836,-81.7112,2276.51104672361,"Altres"
"ADZ","VVC","LATAM Airlines","previstretardat","18:1618:26",18:16:00,18:26:00,10,TRUE,4.16787,-73.6138,12.5836,-81.7112,1292.82107675258,"LATAM Airlines"
"ADZ","TCO","LATAM Airlines","previstretardat","18:1618:26",18:16:00,18:26:00,10,TRUE,1.81442,-78.7492,12.5836,-81.7112,1242.51807823861,"LATAM Airlines"
"ADZ","EJA","LATAM AirlinesDelta Air LinesAeromexico","previstretardat","16:4516:55",16:45:00,16:55:00,10,TRUE,7.02433,-73.8068,12.5836,-81.7112,1064.94287393281,"Altres"
"ADZ","MVP","LATAM AirlinesDelta Air LinesAeromexico","previstretardat","16:4516:55",16:45:00,16:55:00,10,TRUE,1.25366,-70.2339,12.5836,-81.7112,1787.14011632659,"Altres"
"ADZ","NVA","LATAM AirlinesDelta Air LinesAeromexico","previstretardat","16:4516:55",16:45:00,16:55:00,10,TRUE,2.95015,-75.294,12.5836,-81.7112,1284.42772567628,"Altres"
"ADZ","UIB","LATAM Airlines","previstretardat","18:1618:26",18:16:00,18:26:00,10,TRUE,5.69076,-76.6412,12.5836,-81.7112,948.079737929055,"LATAM Airlines"
"ADZ","SMR","LATAM Airlines","previstretardat","18:1618:26",18:16:00,18:26:00,10,TRUE,11.1196,-74.2306,12.5836,-81.7112,831.071317572104,"LATAM Airlines"
"ADZ","PSO","LATAM Airlines","previstretardat","18:1618:26",18:16:00,18:26:00,10,TRUE,1.39625,-77.2915,12.5836,-81.7112,1337.39685739939,"LATAM Airlines"
"ADZ","BSC","LATAM Airlines","previstretardat","18:1618:26",18:16:00,18:26:00,10,TRUE,6.20292,-77.3947,12.5836,-81.7112,853.816990590295,"LATAM Airlines"
"AEP","MOC","Gol","aterrat","12:10",12:10:00,12:10:00,0,FALSE,-16.706919,-43.818901,-34.5592,-58.4156,2462.48879795174,"Altres"
"AEP","PMC","LATAM Airlines","previstretardat","16:3616:50",16:36:00,16:50:00,14,TRUE,-41.4388999938965,-73.0940017700195,-34.5592,-58.4156,1495.12179047153,"LATAM Airlines"
"AEP","ZOS","Sky Airline","previst","17:35",17:35:00,17:35:00,0,FALSE,-40.611198,-73.060997,-34.5592,-58.4156,1454.40160802126,"Altres"
"AEP","XAP","Aerolineas Argentinas","previst","19:20",19:20:00,19:20:00,0,FALSE,-27.134199,-52.656601,-34.5592,-58.4156,992.560876206123,"Altres"
"AEP","CUZ","Sky Airline","previst","17:35",17:35:00,17:35:00,0,FALSE,-13.5356998444,-71.9387969971,-34.5592,-58.4156,2707.66817769386,"Altres"
"AEP","FEN","LATAM AirlinesQatar Airways","previstretardat","18:2518:47",18:25:00,18:47:00,22,TRUE,-3.854471,-32.423302,-34.5592,-58.4156,4345.9792795231,"Altres"
"AEP","GYN","Gol","aterrat","12:10",12:10:00,12:10:00,0,FALSE,-16.632,-49.220699,-34.5592,-58.4156,2196.04816602537,"Altres"
"AEP","GRU","Gol","aterrat","12:10",12:10:00,12:10:00,0,FALSE,-23.431944,-46.467778,-34.5592,-58.4156,1696.55070529435,"Altres"
"AEP","RAO","Gol","aterrat","12:10",12:10:00,12:10:00,0,FALSE,-21.134314,-47.774053,-34.5592,-58.4156,1822.2406666841,"Altres"
"AEP","ZOS","Aerolineas ArgentinasGolDelta Air Lines","en rutaretardat","16:1516:18",16:15:00,16:18:00,3,TRUE,-40.611198,-73.060997,-34.5592,-58.4156,1454.40160802126,"Altres"
"AEP","VIX","Gol","aterrat","12:10",12:10:00,12:10:00,0,FALSE,-20.258,-40.285,-34.5592,-58.4156,2389.30729757591,"Altres"
"AEP","FEN","Gol","previst","23:20",23:20:00,23:20:00,0,FALSE,-3.854471,-32.423302,-34.5592,-58.4156,4345.9792795231,"Altres"
"AEP","IGU","Aerolineas Argentinas","previst","19:20",19:20:00,19:20:00,0,FALSE,-25.594167,-54.489444,-34.5592,-58.4156,1066.96417998619,"Altres"
"AEP","MCZ","Gol","aterrat","12:10",12:10:00,12:10:00,0,FALSE,-9.51081,-35.791698,-34.5592,-58.4156,3617.18804178841,"Altres"
"AEP","CPO","Sky Airline","previst","17:35",17:35:00,17:35:00,0,FALSE,-27.2611999512,-70.7791976929,-34.5592,-58.4156,1431.4449116279,"Altres"
"AEP","CAC","Gol","previst","23:20",23:20:00,23:20:00,0,FALSE,-25.000323,-53.501208,-34.5592,-58.4156,1164.76179775976,"Altres"
"AEP","CAC","Aerolineas Argentinas","previst","19:20",19:20:00,19:20:00,0,FALSE,-25.000323,-53.501208,-34.5592,-58.4156,1164.76179775976,"Altres"
"AEP","IGU","LATAM AirlinesQatar Airways","previstretardat","18:2518:47",18:25:00,18:47:00,22,TRUE,-25.594167,-54.489444,-34.5592,-58.4156,1066.96417998619,"Altres"
"AEP","MGF","Aerolineas Argentinas","previst","19:20",19:20:00,19:20:00,0,FALSE,-23.47606,-52.016187,-34.5592,-58.4156,1381.2432565623,"Altres"
"AEP","PVH","Gol","aterrat","12:10",12:10:00,12:10:00,0,FALSE,-8.707854,-63.90242,-34.5592,-58.4156,2931.84347480391,"Altres"
"AEP","FOR","Gol","aterrat","12:10",12:10:00,12:10:00,0,FALSE,-3.775833,-38.532222,-34.5592,-58.4156,3995.50406969386,"Altres"
"AEP","CPO","LATAM Airlines","previstretardat","16:3616:50",16:36:00,16:50:00,14,TRUE,-27.2611999512,-70.7791976929,-34.5592,-58.4156,1431.4449116279,"LATAM Airlines"
"AEP","PUQ","Sky Airline","previst","17:35",17:35:00,17:35:00,0,FALSE,-53.002602,-70.854599,-34.5592,-58.4156,2276.01490244789,"Altres"
"AEP","CAC","LATAM AirlinesQatar Airways","previstretardat","18:2518:47",18:25:00,18:47:00,22,TRUE,-25.000323,-53.501208,-34.5592,-58.4156,1164.76179775976,"Altres"
"AEP","CWB","Gol","aterrat","12:10",12:10:00,12:10:00,0,FALSE,-25.5285,-49.1758,-34.5592,-58.4156,1341.51188948931,"Altres"
"AEP","REC","Gol","aterrat","12:10",12:10:00,12:10:00,0,FALSE,-8.125984,-34.923316,-34.5592,-58.4156,3798.05682073043,"Altres"
"AEP","LDB","Aerolineas Argentinas","previst","19:20",19:20:00,19:20:00,0,FALSE,-23.334375,-51.128365,-34.5592,-58.4156,1435.96940146829,"Altres"
"AEP","MGF","Gol","previst","23:20",23:20:00,23:20:00,0,FALSE,-23.47606,-52.016187,-34.5592,-58.4156,1381.2432565623,"Altres"
"AEP","ZAL","LATAM Airlines","previstretardat","16:3616:50",16:36:00,16:50:00,14,TRUE,-39.6500015259,-73.0860977173,-34.5592,-58.4156,1418.15065668929,"LATAM Airlines"
"AEP","FEN","Aerolineas Argentinas","previst","19:20",19:20:00,19:20:00,0,FALSE,-3.854471,-32.423302,-34.5592,-58.4156,4345.9792795231,"Altres"
"AEP","CPO","Aerolineas ArgentinasGolDelta Air Lines","en rutaretardat","16:1516:18",16:15:00,16:18:00,3,TRUE,-27.2611999512,-70.7791976929,-34.5592,-58.4156,1431.4449116279,"Altres"
"AEP","VDC","Gol","aterrat","12:10",12:10:00,12:10:00,0,FALSE,-14.907885,-40.914804,-34.5592,-58.4156,2803.85391918212,"Altres"
"AEP","PMC","Aerolineas ArgentinasGolDelta Air Lines","en rutaretardat","16:1516:18",16:15:00,16:18:00,3,TRUE,-41.4388999938965,-73.0940017700195,-34.5592,-58.4156,1495.12179047153,"Altres"
"AEP","LDB","Gol","previst","23:20",23:20:00,23:20:00,0,FALSE,-23.334375,-51.128365,-34.5592,-58.4156,1435.96940146829,"Altres"
"AEP","ZCO","LATAM Airlines","previstretardat","16:3616:50",16:36:00,16:50:00,14,TRUE,-38.9259,-72.6515,-34.5592,-58.4156,1357.88951287754,"LATAM Airlines"
"AEP","ZCO","Aerolineas ArgentinasGolDelta Air Lines","en rutaretardat","16:1516:18",16:15:00,16:18:00,3,TRUE,-38.9259,-72.6515,-34.5592,-58.4156,1357.88951287754,"Altres"
"AEP","LDB","LATAM AirlinesQatar Airways","previstretardat","18:2518:47",18:25:00,18:47:00,22,TRUE,-23.334375,-51.128365,-34.5592,-58.4156,1435.96940146829,"Altres"
"AEP","ZCO","Sky Airline","previst","17:35",17:35:00,17:35:00,0,FALSE,-38.9259,-72.6515,-34.5592,-58.4156,1357.88951287754,"Altres"
"AEP","TYL","Aerolineas ArgentinasAlitaliaAeromexico","previst","22:40",22:40:00,22:40:00,0,FALSE,-4.57664,-81.254097,-34.5592,-58.4156,4084.95234131636,"Altres"
"AEP","BSB","Gol","aterrat","12:10",12:10:00,12:10:00,0,FALSE,-15.869167,-47.920834,-34.5592,-58.4156,2329.97111787689,"Altres"
"AEP","BEL","Gol","aterrat","12:10",12:10:00,12:10:00,0,FALSE,-1.379279,-48.476207,-34.5592,-58.4156,3835.19364690534,"Altres"
"AEP","CKS","Gol","aterrat","12:10",12:10:00,12:10:00,0,FALSE,-6.117841,-50.003372,-34.5592,-58.4156,3282.11872004588,"Altres"
"AEP","SJP","Gol","aterrat","12:10",12:10:00,12:10:00,0,FALSE,-20.817113,-49.406963,-34.5592,-58.4156,1766.76064701208,"Altres"
"AEP","CCP","Aerolineas ArgentinasGolDelta Air Lines","en rutaretardat","16:1516:18",16:15:00,16:18:00,3,TRUE,-36.772701,-73.063103,-34.5592,-58.4156,1346.01486603215,"Altres"
"AEP","LIM","Sky Airline","previst","17:35",17:35:00,17:35:00,0,FALSE,-12.0219,-77.114305,-34.5592,-58.4156,3141.75163390214,"Altres"
"AEP","BBA","LATAM Airlines","previstretardat","16:3616:50",16:36:00,16:50:00,14,TRUE,-45.915968,-71.689499,-34.5592,-58.4156,1689.7088917756,"LATAM Airlines"
